ID	LINE_IN_SOURCE	DOCULECT	CHINESE	CONCEPT	VALUE	SEGMENTS	CHARACTERS
1486	1464	Dancun	屋脊	ridge of the roof	?Kuk55 liEN22 tiEk33	ʔ ɬ u k ⁵⁵ + l i ɛ ŋ ²² + t i ɛ k ³³	屋樑脊
1284	1272	Dancun	馬褂兒	riding jacket -- outside jacket with wide sleeves	ma21 k'a35	m a ²¹ + kʰ a ³⁵	
4835	4236	Dancun	右（面兒）	right (side)	jiu32 peiN32	j i u ³² + p e i ŋ ³²	右便
5034	4421	Dancun	就	right away	tiu32	t i u ³²	
2676	2556	Dancun	右手	right-hand	jiu32 \iu55	j i u ³² + ɕ i u ⁵⁵	
1146	1160	Dancun	碗邊緣	rim	\un22	ɕ u n ²²	沿／唇
1366	1345	Dancun	戒指	ring	kai33 t\i55	k a i ³³ + ʨ i ⁵⁵	
2696	2576	Dancun	無名指	ring finger, the 3rd finger	mi55 Ni35	m i ⁵⁵ + ŋ i ³⁵	尾二
3286	3063	Dancun	暴動	riot	*pau32 ?KuN32; pO32 ?KuN32	p a u ³² + ʔ ɬ u ŋ ³²	
3287	3063	Dancun	暴動	riot	*pau32 ?KuN32; pO32 ?KuN32	p ɔ ³² + ʔ ɬ u ŋ ³²	
529	550	Dancun	熟	ripe, to ripen	\Kuk32	ɕ ɬ u k ³²	
951	972	Dancun	發糕	rise cake	fat33 t'i35	f a t ³³ + tʰ i ³⁵	發
129	145	Dancun	河岸	river bank	NOn32; hOi55 p'i22	ŋ ɔ n ³²	海皮
130	145	Dancun	河岸	river bank	NOn32; hOi55 p'i22	h ɔ i ⁵⁵ + pʰ i ²²	海皮
173	192	Dancun	河床	river-bed	hOi55 ?ai55	h ɔ i ⁵⁵ + ʔ a i ⁵⁵	海底
1759	1700	Dancun	路	road	lu32	l u ³²	
859	883	Dancun	（燒肉）	roast pork with skin	\iEu33 NKuk32; fO55 NKuk32	ɕ i ɛ u ³³ + ŋ ɬ u k ³²	火肉
860	883	Dancun	（燒肉）	roast pork with skin	\iEu33 NKuk32; fO55 NKuk32	f ɔ ⁵⁵ + ŋ ɬ u k ³²	火肉
861	884	Dancun	（叉燒）	roast pork without skin (on skewers)	t\'ap33 \iEu35	ʨʰ a p ³³ + ɕ i ɛ u ³⁵	
3693	3422	Dancun	強盜	robber	?ai32 t'ak32	ʔ a i ³² + tʰ a k ³²	大賊
1280	1269	Dancun	長袍	robe, long gown	p'O22	pʰ ɔ ²²	
85	91	Dancun	大石頭	rock	\iEk21 hau21 ku55	ɕ i ɛ k ²¹ + h a u ²¹ + k u ⁵⁵	石頭鼓
963	986	Dancun	冰糖	rock sugar	peiN33 hON22; \iEk21 kKuN32 hON35	p e i ŋ ³³ + h ɔ ŋ ²²	冰糖，石 ? 糖
964	986	Dancun	冰糖	rock sugar	peiN33 hON22; \iEk21 kKuN32 hON35	ɕ i ɛ k ²¹ + k ɬ u ŋ ³² + h ɔ ŋ ³⁵	冰糖，石 ? 糖
1563	1531	Dancun	搖椅	rocking chair	jiEu22 ji55	j i ɛ u ²² + j i ⁵⁵	
1743	1684	Dancun	笞鞭	rod	jiu22/ sa33 haN22	j i u ²²¯ + s a ³³ + h a ŋ ²²	? ／沙籐
2109	2045	Dancun	點名	roll call	?iEm55 miEN35; ham33 miEN35	ʔ i ɛ m ⁵⁵ + m i ɛ ŋ ³⁵	喊名
2110	2045	Dancun	點名	roll call	?iEm55 miEN35; ham33 miEN35	h a m ³³ + m i ɛ ŋ ³⁵	喊名
1431	1411	Dancun	屋頂	roof	Na55 meiN35	ŋ a ⁵⁵ + m e i ŋ ³⁵	瓦面
1422	1400	Dancun	屋子（單間的）	room	fON35 (kan33)	f ɔ ŋ ³⁵ + k a n ³³	房（間）
504	524	Dancun	樹根	root	\i32 kin33	ɕ i ³² + k i n ³³	
1713	1658	Dancun	麻繩	rope	ma22 \eiN22	m a ²² + ɕ e i ŋ ²²	
1710	1656	Dancun	繩索	ropes, cordage	SeiN22 {Ok21	ʃ e i ŋ ²² + æ ɔ k ²¹	
585	605	Dancun	玫瑰	rose	mOi22 kwi35; mOi22 ki35	m ɔ i ²² + k ʋ i ³⁵	
586	605	Dancun	玫瑰	rose	mOi22 kwi35; mOi22 ki35	m ɔ i ²² + k i ³⁵	
3118	2910	Dancun	胭脂	rouge	jiEn33 t\i33; jiEn33 tSi33	j i ɛ n ³³ + ʨ i ³³	
3119	2910	Dancun	胭脂	rouge	jiEn33 t\i33; jiEn33 tSi33	j i ɛ n ³³ + ʧ i ³³	
4366	3863	Dancun	澀，不滑	rough	\ap55; \ap55 t'at33 tK33	ɕ a p ⁵⁵	
4367	3863	Dancun	澀，不滑	rough	\ap55; \ap55 t'at33 tK33	ɕ a p ⁵⁵ + tʰ a t ³³ + t ɬ ³³	
2446	2358	Dancun	鬧新房	rough horse play at weddings	lun55 {in33 niEN35; hai55 {in33 niEN35; tSai33 {in33 niEN35	l u n ⁵⁵ + æ i n ³³ + n i ɛ ŋ ³⁵	玩新娘；睇新娘；制新娘
2447	2358	Dancun	鬧新房	rough horse play at weddings	lun55 {in33 niEN35; hai55 {in33 niEN35; tSai33 {in33 niEN35	h a i ⁵⁵ + æ i n ³³ + n i ɛ ŋ ³⁵	玩新娘；睇新娘；制新娘
2448	2358	Dancun	鬧新房	rough horse play at weddings	lun55 {in33 niEN35; hai55 {in33 niEN35; tSai33 {in33 niEN35	ʧ a i ³³ + æ i n ³³ + n i ɛ ŋ ³⁵	玩新娘；睇新娘；制新娘
4242	3779	Dancun	圓	round	jOn22 lKuk55 lKuk55; *jOn22	j ɔ n ²² + l ɬ u k ⁵⁵ + l ɬ u k ⁵⁵	圓轆轆
4243	3779	Dancun	圓	round	jOn22 lKuk55 lKuk55; *jOn22	j ɔ n ²²	圓轆轆
911	936	Dancun	包子	round dumpling	pau35	p a u ³⁵	
1554	1523	Dancun	圓桌面兒	round table-top	hOi21 meiN35	h ɔ i ²¹ + m e i ŋ ³⁵	面
1735	1676	Dancun	橡膠	rubber	\i32 kau33	ɕ i ³² + k a u ³³	
2214	2129	Dancun	橡皮圈兒	rubber band	tiEN32 kin35; Nau22 kin35	t i ɛ ŋ ³² + k i n ³⁵	像筋；牛筋
2215	2129	Dancun	橡皮圈兒	rubber band	tiEN32 kin35; Nau22 kin35	ŋ a u ²² + k i n ³⁵	像筋；牛筋
1242	1235	Dancun	搓板兒	rubbing board for washing clothes	{ai55 \am21 pan55	æ a i ⁵⁵ + ɕ a m ²¹ + p a n ⁵⁵	洗衫板
2082	2018	Dancun	舵	rudder, steering wheel	hO35	h ɔ ³⁵	
4639	4058	Dancun	粗魯	rude	t'u33 lu21	tʰ u ³³ + l u ²¹	
1960	1898	Dancun	尺	ruler (a measure)	t\'iEk21	ʨʰ i ɛ k ²¹	
4520	3982	Dancun	規矩	rules of conduct	ki33 kui55; *k'i33 kui55	k i ³³ + k u i ⁵⁵	
4521	3982	Dancun	規矩	rules of conduct	ki33 kui55; *k'i33 kui55	kʰ i ³³ + k u i ⁵⁵	
4923	4322	Dancun	亞軍	runner-up	?a33 kun33	ʔ a ³³ + k u n ³³	
2035	1969	Dancun	馬鞍	saddle	ma21 ?On33	m a ²¹ + ʔ ɔ n ³³	
4467	3940	Dancun	安全	safe	vun55 t\in32	v u n ⁵⁵ + ʨ i n ³²	穩陣
2073	2007	Dancun	帆	sail	li21	l i ²¹	
2072	2006	Dancun	帆船	sailboat	fan22 \On22	f a n ²² + ɕ ɔ n ²²	
2640	2525	Dancun	唾液	saliva	hau55 \ui55	h a u ⁵⁵ + ɕ u i ⁵⁵	口水
956	978	Dancun	鹽	salt	\iEN32 mi35	ɕ i ɛ ŋ ³² + m i ³⁵	上味
881	904	Dancun	鹹蛋	salted egg	ham22 ?an35	h a m ²² + ʔ a n ³⁵	
887	910	Dancun	鹹魚	salted fish	ham22 Nui21	h a m ²² + ŋ u i ²¹	
973	995	Dancun	鹹蝦醬	salted shrimp sauce	ham22 ma21	h a m ²² + m a ²¹	
4173	3739	Dancun	鹹	salty	ham22; ham22 Nin51 K33	h a m ²²	
4174	3739	Dancun	鹹	salty	ham22; ham22 Nin51 K33	h a m ²² + ŋ i n ⁵¹ + ɬ ³³	
87	93	Dancun	沙	sand	\a35; \a21	ɕ a ³⁵	
88	93	Dancun	沙	sand	\a35; \a21	ɕ a ²¹	
125	140	Dancun	沙灘	sandy beach	\a33 han33; \a21 han55	ɕ a ³³ + h a n ³³	
126	140	Dancun	沙灘	sandy beach	\a33 han33; \a21 han55	ɕ a ²¹ + h a n ⁵⁵	
507	527	Dancun	樹汁	sap	\i32 jiEN22	ɕ i ³² + j i ɛ ŋ ²²	
503	523	Dancun	樹栽子	saplings, cuttings of trees for planting	hOn32 \i32 k'iE55	h ɔ n ³² + ɕ i ³² + kʰ i ɛ ⁵⁵	項樹 ?
1170	1182	Dancun	緞	satin	?On35; jiEN22 ?On32	ʔ ɔ n ³⁵	洋緞
1171	1182	Dancun	緞	satin	?On35; jiEN22 ?On32	j i ɛ ŋ ²² + ʔ ɔ n ³²	洋緞
1603	1561	Dancun	燈盞兒	saucer of a lamp	?aN35 t\an55	ʔ a ŋ ³⁵ + ʨ a n ⁵⁵	
1672	1622	Dancun	鋸子	saw	kui33; kui35 (liEN22)	k u i ³³	（樑）
1673	1622	Dancun	鋸子	saw	kui33; kui35 (liEN22)	k u i ³⁵ + l i ɛ ŋ ²²	（樑）
1746	1688	Dancun	鋸木屑	sawdust	mKuk32 hON33	m ɬ u k ³² + h ɔ ŋ ³³	
1968	1909	Dancun	體重器	scale (for body weight)	pON35	p ɔ ŋ ³⁵	（無，只墟市有）磅
1967	1908	Dancun	天平	scale (with two pans)	heiN33 p'eiN22 tS'eiN21	h e i ŋ ³³ + pʰ e i ŋ ²² + ʧʰ e i ŋ ²¹	（不用）
442	458	Dancun	乾貝	scallop	kON33 lui22 t\'ui35	k ɔ ŋ ³³ + l u i ²² + ʨʰ u i ³⁵	江瑤柱
5015	4406	Dancun	僅	scarcely, barely	kin55 hO55 (kau35)	k i n ⁵⁵ + h ɔ ⁵⁵ + k a u ³⁵	僅好（夠）
1324	1305	Dancun	圍脖兒	scarf	kiEN55 kin35	k i ɛ ŋ ⁵⁵ + k i n ³⁵	頸巾
4371	3866	Dancun	散	scattered	{an55; {an55 {au33 {au33	æ a n ⁵⁵	
4372	3866	Dancun	散	scattered	{an55; {an55 {au33 {au33	æ a n ⁵⁵ + æ a u ³³ + æ a u ³³	
2090	2031	Dancun	學校	school	\i33 kOn55; *\i33 kuOn55	ɕ i ³³ + k ɔ n ⁵⁵	書館
2091	2031	Dancun	學校	school	\i33 kOn55; *\i33 kuOn55	ɕ i ³³ + k u ɔ n ⁵⁵	書館
2093	2035	Dancun	開學	school begins	hOi33 hOk32	h ɔ i ³³ + h ɔ k ³²	
1646	1600	Dancun	剪刀	scissors	kau33 teiN55 (p'iEN55)	k a u ³³ + t e i ŋ ⁵⁵ + pʰ i ɛ ŋ ⁵⁵	鉸剪
4419	3897	Dancun	焦	scorched	hiEN33; tS'iu33 jiEn33	h i ɛ ŋ ³³	香；臭煙
4420	3897	Dancun	焦	scorched	hiEN33; tS'iu33 jiEn33	ʧʰ i u ³³ + j i ɛ n ³³	香；臭煙
1594	1555	Dancun	屏風	screen	p'eiN22 fKuN35; p'eiN22 mOn35	pʰ e i ŋ ²² + f ɬ u ŋ ³⁵	屏門
1595	1555	Dancun	屏風	screen	p'eiN22 fKuN35; p'eiN22 mOn35	pʰ e i ŋ ²² + m ɔ n ³⁵	屏門
1689	1635	Dancun	螺絲刀	screwdriver	lu22 {u33 p'ai35	l u ²² + æ u ³³ + pʰ a i ³⁵	螺絲批
118	127	Dancun	海	sea	hOi55; ?ai32 jiEN22 hOi55	h ɔ i ⁵⁵	大洋海
119	127	Dancun	海	sea	hOi55; ?ai32 jiEN22 hOi55	ʔ a i ³² + j i ɛ ŋ ²² + h ɔ i ⁵⁵	大洋海
441	455	Dancun	海參	sea-slug	hOi55 t'am33	h ɔ i ⁵⁵ + tʰ a m ³³	
885	908	Dancun	海鮮	seafood	hOi55 {eiN33	h ɔ i ⁵⁵ + æ e i ŋ ³³	
971	993	Dancun	海鮮醬	seafood sauce	hOi55 {eiN33 tiEN33	h ɔ i ⁵⁵ + æ e i ŋ ³³ + t i ɛ ŋ ³³	
2207	2124	Dancun	圖章	seal	hu22 t\iEN35	h u ²² + ʨ i ɛ ŋ ³⁵	
120	129	Dancun	海邊	seashore	hOi55 p'i22	h ɔ i ⁵⁵ + pʰ i ²²	海皮
657	696	Dancun	紫菜	seaweed	tu55 t'Oi21	t u ⁵⁵ + tʰ ɔ i ²¹	
2298	2229	Dancun	二等	second class	Ni32 ?aN55	ŋ i ³² + ʔ a ŋ ⁵⁵	
4464	3937	Dancun	祕密	secret	ki33 mit32	k i ³³ + m i t ³²	機密
2615	2498	Dancun	眼垢	secretion in the eye	Nan55 \i55	ŋ a n ⁵⁵ + ɕ i ⁵⁵	眼屎
2036	1970	Dancun	轎	sedan chair	kiu35 (liEN22)	k i u ³⁵ + l i ɛ ŋ ²²	（樑）
492	514	Dancun	種子	seed	(vu21) t\KuN55; (kKuk55) t\KuN55	v u ²¹ + ʨ ɬ u ŋ ⁵⁵	（芋）種；　　（穀）種
493	514	Dancun	種子	seed	(vu21) t\KuN55; (kKuk55) t\KuN55	k ɬ u k ⁵⁵ + ʨ ɬ u ŋ ⁵⁵	（芋）種；　　（穀）種
776	800	Dancun	秧盆	seedlings bowl	jiEN33 p'un22	j i ɛ ŋ ³³ + pʰ u n ²²	
5116	4487	Dancun	好像	seemingly	teik55 tK33; (teik55 tK33 k'ui33 m22 tSKuN33 ji33 NOi33)	t e i k ⁵⁵ + t ɬ ³³	即 ? ；（即 ? 佢唔中意我）
5117	4487	Dancun	好像	seemingly	teik55 tK33; (teik55 tK33 k'ui33 m22 tSKuN33 ji33 NOi33)	t e i k ⁵⁵ + t ɬ ³³ + kʰ u i ³³ + m ²² + ʧ ɬ u ŋ ³³ + j i ³³ + ŋ ɔ i ³³	即 ? ；（即 ? 佢唔中意我）
4496	3963	Dancun	正當	seemly	tSeiN33 ?ON33	ʧ e i ŋ ³³ + ʔ ɔ ŋ ³³	
4943	4343	Dancun	自己	self	tu32/ tak32 ki55	t u ³²¯ + t a k ³² + k i ⁵⁵	
3984	3611	Dancun	洋洋得意	self-satisfied	*?ak55 ji33	ʔ a k ⁵⁵ + j i ³³	得意
3396	3133	Dancun	長輩	senior generation	t\iEN55 pOi35	ʨ i ɛ ŋ ⁵⁵ + p ɔ i ³⁵	
5105	4477	Dancun	分別	separately	kOk33 jiu33 kOk33 (hui33)	k ɔ k ³³ + j i u ³³ + k ɔ k ³³ + h u i ³³	各有各（去）
4611	4041	Dancun	正經	serious	*t\eiN33 keiN33	ʨ e i ŋ ³³ + k e i ŋ ³³	
3162	2950	Dancun	大病，重病	serious illness	?ai32 piEN32	ʔ a i ³² + p i ɛ ŋ ³²	
3602	3323	Dancun	僕人	servant	kKuN33 Nin22	k ɬ u ŋ ³³ + ŋ i n ²²	工人
691	724	Dancun	芝麻	sesame	t\i33 ma22	ʨ i ³³ + m a ²²	
955	977	Dancun	麻油	sesame oil	ma22 jiu22	m a ²² + j i u ²²	
934	954	Dancun	芝麻糊	sesame pudding	t\i33 ma22 wu35	ʨ i ³³ + m a ²² + ʋ u ³⁵	
4904	4303	Dancun	七	seven	t'it55	tʰ i t ⁵⁵	
4288	3810	Dancun	襤褸	shabby, tattered garments	lau22 sau22; *lui22 ?ui35	l a u ²² + s a u ²²	
4289	3810	Dancun	襤褸	shabby, tattered garments	lau22 sau22; *lui22 ?ui35	l u i ²² + ʔ u i ³⁵	
26	26	Dancun	影	shadow	jiEN55	j i ɛ ŋ ⁵⁵	
4238	3777	Dancun	淺	shallow	t'eiN55; t'eiN55 nak55 K33	tʰ e i ŋ ⁵⁵	
4239	3777	Dancun	淺	shallow	t'eiN55; t'eiN55 nak55 K33	tʰ e i ŋ ⁵⁵ + n a k ⁵⁵ + ɬ ³³	
3679	3407	Dancun	跳神的	shaman	nam22 mu35	n a m ²² + m u ³⁵	喃無
4021	3638	Dancun	羞辱	shameful	?iEm33 jKuk32	ʔ i ɛ m ³³ + j ɬ u k ³²	玷辱
4018	3635	Dancun	無恥	shameless	*m22 p'a33 t\'iu55	m ²² + pʰ a ³³ + ʨʰ i u ⁵⁵	唔怕醜
4201	3757	Dancun	樣子	shape	jiEN35; *jiEN35; jiEN21 tu55	j i ɛ ŋ ³⁵	
4202	3757	Dancun	樣子	shape	jiEN35; *jiEN35; jiEN21 tu55	j i ɛ ŋ ³⁵	
4203	3757	Dancun	樣子	shape	jiEN35; *jiEN35; jiEN21 tu55	j i ɛ ŋ ²¹ + t u ⁵⁵	
425	434	Dancun	鯊魚	shark	\a33 Nui22	ɕ a ³³ + ŋ u i ²²	
4381	3872	Dancun	快，鋒利	sharp	li32	l i ³²	
1681	1630	Dancun	鉋花	shavings	p'au21 hau55	pʰ a u ²¹ + h a u ⁵⁵	～口
1650	1604	Dancun	刀鞘	sheath, scabbard	?O33 hap35	ʔ ɔ ³³ + h a p ³⁵	～盒
560	577	Dancun	籜	sheaths which envelop the joints of the bamboo	t\Kuk55 hOk21; t\Kuk55 k'ak32	ʨ ɬ u k ⁵⁵ + h ɔ k ²¹	～殼
561	577	Dancun	籜	sheaths which envelop the joints of the bamboo	t\Kuk55 hOk21; t\Kuk55 k'ak32	ʨ ɬ u k ⁵⁵ + kʰ a k ³²	～殼
299	315	Dancun	羊	sheep	jiEN22 mE55	j i ɛ ŋ ²² + m ɛ ⁵⁵	～咩
1620	1576	Dancun	被單	sheets	p'i21 ?an35	pʰ i ²¹ + ʔ a n ³⁵	
3307	3075	Dancun	盾	shield	hun21 p'ai22; *p'aN22 t\'ia35 (haN22 tu33 kOi33; jOn22 kOi33)	h u n ²¹ + pʰ a i ²²	盾牌； ?  叉（籐造個；圓個）
3308	3075	Dancun	盾	shield	hun21 p'ai22; *p'aN22 t\'ia35 (haN22 tu33 kOi33; jOn22 kOi33)	pʰ a ŋ ²² + ʨʰ i a ³⁵ + h a ŋ ²² + t u ³³ + k ɔ i ³³	盾牌； ?  叉（籐造個；圓個）
3309	3075	Dancun	盾	shield	hun21 p'ai22; *p'aN22 t\'ia35 (haN22 tu33 kOi33; jOn22 kOi33)	j ɔ n ²² + k ɔ i ³³	盾牌； ?  叉（籐造個；圓個）
2748	2632	Dancun	脛骨	shinbone	jiEN22/ jiEm22 p'i22 hOn21	j i ɛ ŋ ²²¯ + j i ɛ m ²² + pʰ i ²² + h ɔ n ²¹	
24	23	Dancun	發亮	shiny, shining	vOk33	v ɔ k ³³	爍
2059	1992	Dancun	船	ship, boat	\On22	ɕ ɔ n ²²	
1275	1264	Dancun	襯衫	shirt	{ai33 tSON35	æ a i ³³ + ʧ ɔ ŋ ³⁵	西裝
296	312	Dancun	小豬	shoat, piglet	t\i33 tOi55	ʨ i ³³ + t ɔ i ⁵⁵	豬仔
1335	1317	Dancun	鞋拔子	shoehorn	hai22 tS'au35	h a i ²² + ʧʰ a u ³⁵	～抽
1331	1313	Dancun	鞋	shoes	hai22 (?ui33)	h a i ²² + ʔ u i ³³	（對）
1835	1765	Dancun	商店	shop	p'u33 hau22	pʰ u ³³ + h a u ²²	鋪碩
1844	1775	Dancun	門面	shop front	mOn22 meiN32	m ɔ n ²² + m e i ŋ ³²	
1876	1815	Dancun	米棧	shop selling rice	mai55 p'u35; mai55 hON22	m a i ⁵⁵ + pʰ u ³⁵	米鋪；米行
1877	1815	Dancun	米棧	shop selling rice	mai55 p'u35; mai55 hON22	m a i ⁵⁵ + h ɔ ŋ ²²	米鋪；米行
3666	3389	Dancun	掌櫃	shopkeeper	t\iEN55 ki35	ʨ i ɛ ŋ ⁵⁵ + k i ³⁵	
4219	3767	Dancun	矮	short (of height)	?ai55; ?ai55 tut55 tut55	ʔ a i ⁵⁵	
4220	3767	Dancun	矮	short (of height)	?ai55; ?ai55 tut55 tut55	ʔ a i ⁵⁵ + t u t ⁵⁵ + t u t ⁵⁵	
1278	1267	Dancun	外套	short overcoat	NOi32 hO35	ŋ ɔ i ³² + h ɔ ³⁵	
1304	1289	Dancun	短褲（村裏穿）	short pants	?On55 fu35	ʔ ɔ n ⁵⁵ + f u ³⁵	
2673	2553	Dancun	肩膀	shoulder	kan33 hau22	k a n ³³ + h a u ²²	肩頭
1699	1644	Dancun	鏟子	shovel, spade	t\'an55 (pa55)	ʨʰ a n ⁵⁵ + p a ⁵⁵	
40	42	Dancun	驟雨	shower	sa21 lOk32 jit55 t\in32 jiu32 t'iEN22 K33	s a ²¹ + l ɔ k ³² + j i t ⁵⁵ + ʨ i n ³² + j i u ³² + tʰ i ɛ ŋ ²² + ɬ ³³	? 落一陣又晴咯
428	438	Dancun	蝦	shrimp	ha35	h a ³⁵	
429	439	Dancun	蝦子	shrimp egg	ha21 ?an35	h a ²¹ + ʔ a n ³⁵	蝦蛋
431	441	Dancun	蝦皮	shrimp shell	ha21 hOk21	h a ²¹ + h ɔ k ²¹	蝦殼
430	440	Dancun	蝦鬚	shrimp's feelers	ha21 {u33	h a ²¹ + æ u ³³	
502	521	Dancun	灌木	shrubs	\i32 tOi55	ɕ i ³² + t ɔ i ⁵⁵	樹仔
3464	3199	Dancun	堂兄弟	siblings of father's brothers	hON22 heiN33 ?ai32	h ɔ ŋ ²² + h e i ŋ ³³ + ʔ a i ³²	
3465	3200	Dancun	表兄弟	siblings of father's sisters; of mother's brothers and sisters, cousins	lO55 piEu55	l ɔ ⁵⁵ + p i ɛ u ⁵⁵	老表
1748	1691	Dancun	鐮	sickle with a saw blade	vO22 liEm22; kOt33 tS'ai21 liam35	v ɔ ²² + l i ɛ m ²²	禾鐮；割柴鐮
1749	1691	Dancun	鐮	sickle with a saw blade	vO22 liEm22; kOt33 tS'ai21 liam35	k ɔ t ³³ + ʧʰ a i ²¹ + l i a m ³⁵	禾鐮；割柴鐮
4823	4224	Dancun	旁邊	side	tSak55 \in21	ʧ a k ⁵⁵ + ɕ i n ²¹	側身
1462	1437	Dancun	側門	side door	vaN22 mOn35	v a ŋ ²² + m ɔ n ³⁵	橫門（通常無）
1642	1596	Dancun	床欄	side of a bed	tS'ON22 fKuN21	ʧʰ ɔ ŋ ²² + f ɬ u ŋ ²¹	
2658	2540	Dancun	鬢毛	sideburn	vu22 {u35	v u ²² + æ u ³⁵	鬍鬚
1767	1707	Dancun	人行道	sidewalk	k'iE22 lau22 ?ai55	kʰ i ɛ ²² + l a u ²² + ʔ a i ⁵⁵	騎樓底
800	824	Dancun	篩子	sieve	kKuk55 sai21; mai55 sai21	k ɬ u k ⁵⁵ + s a i ²¹	穀篩，米～
801	824	Dancun	篩子	sieve	kKuk55 sai21; mai55 sai21	m a i ⁵⁵ + s a i ²¹	穀篩，米～
4205	3759	Dancun	記號	sign	*ki33 hau32; (tSeiN55 kK33) ki33 Nin32	k i ³³ + h a u ³²	（整個）記認
4206	3759	Dancun	記號	sign	*ki33 hau32; (tSeiN55 kK33) ki33 Nin32	ʧ e i ŋ ⁵⁵ + k ɬ ³³ + k i ³³ + ŋ i n ³²	（整個）記認
1168	1180	Dancun	絲	silk	{u21 fat55	æ u ²¹ + f a t ⁵⁵	絲髮
341	349	Dancun	蠶	silkworm	t'am22; t'am35	tʰ a m ²²	
342	349	Dancun	蠶	silkworm	t'am22; t'am35	tʰ a m ³⁵	
138	153	Dancun	銀子	silver	Nan22	ŋ a n ²²	
1906	1854	Dancun	銀元，大洋	silver dollars	?ai32 jiEN35	ʔ a i ³² + j i ɛ ŋ ³⁵	
393	399	Dancun	蛀書蟲	silverfish	tam55 t\'KuN35	t a m ⁵⁵ + ʨʰ ɬ u ŋ ³⁵	
4478	3948	Dancun	樸素	simple and plain	lO55 \it32	l ɔ ⁵⁵ + ɕ i t ³²	老實
3574	3296	Dancun	傻子	simpleton	Nau32/ sO21 tOi55	ŋ a u ³²¯ + s ɔ ²¹ + t ɔ i ⁵⁵	傻仔
5197	4555	Dancun	既然（既然你不喜歡）	since (e.g. since you don't like it)	hai32 m33 tSKuN33 ji33...	h a i ³² + m ³³ + ʧ ɬ u ŋ ³³ + j i ³³	係唔中意…
5191	4549	Dancun	自從…以來（自從你出生以來）	since (e.g. since you were born)	tu32 t'KuN22 ni33 jit55 tS'ut55 K33 sai21	t u ³² + tʰ ɬ u ŋ ²² + n i ³³ + j i t ⁵⁵ + ʧʰ u t ⁵⁵ + ɬ ³³ + s a i ²¹	自從你一出 ? 世
3528	3258	Dancun	獨生子	single child	?Kuk32 tOi55	ʔ ɬ u k ³² + t ɔ i ⁵⁵	獨仔
2607	2489	Dancun	單眼皮	single eyelid	?an33 Nan55 sun35	ʔ a n ³³ + ŋ a n ⁵⁵ + s u n ³⁵	單眼緣
2592	2478	Dancun	單髮旋兒	single swirl of hair on crown of the head	?an33 tun35	ʔ a n ³³ + t u n ³⁵	
2871	2734	Dancun	一隻手	single-handed	jit55 t\iEk33 \iu55	j i t ⁵⁵ + ʨ i ɛ k ³³ + ɕ i u ⁵⁵	
3479	3213	Dancun	外甥	sister's son	(NOi32) saN35; NOi32 saN33 tu55	ŋ ɔ i ³² + s a ŋ ³⁵	外甥子
3480	3213	Dancun	外甥	sister's son	(NOi32) saN35; NOi32 saN33 tu55	ŋ ɔ i ³² + s a ŋ ³³ + t u ⁵⁵	外甥子
3447	3185	Dancun	姊妹	sisters	ti55 mOi21	t i ⁵⁵ + m ɔ i ²¹	
4903	4302	Dancun	六	six	lKuk32	l ɬ u k ³²	
4679	4086	Dancun	靈巧	skillful	\iu55 \ai33	ɕ i u ⁵⁵ + ɕ a i ³³	手勢
2555	2447	Dancun	皮	skin	p'i22 (t'aN22)	pʰ i ²² + tʰ a ŋ ²²	（層）
3237	3015	Dancun	皮膚病	skin diseases	p'i22 fu35 piEN32	pʰ i ²² + f u ³⁵ + p i ɛ ŋ ³²	
1303	1288	Dancun	裙子	skirt	k'un22	kʰ u n ²²	
2371	2294	Dancun	木魚	skull-shaped block on which priests beat time when chanting	mKuk32 Nui35	m ɬ u k ³² + ŋ u i ³⁵	
1	1	Dancun	天空	sky	heiN33	h e i ŋ ³³	
1450	1427	Dancun	天窗	skylight	heiN33 t'ON33; (pu33 li35)	h e i ŋ ³³ + tʰ ɔ ŋ ³³	（玻璃）
1451	1427	Dancun	天窗	skylight	heiN33 t'ON33; (pu33 li35)	p u ³³ + l i ³⁵	（玻璃）
4257	3788	Dancun	歪	slanted	mE55; *tSak55; tS'ai55	m ɛ ⁵⁵	側
4258	3788	Dancun	歪	slanted	mE55; *tSak55; tS'ai55	ʧ a k ⁵⁵	側
4259	3788	Dancun	歪	slanted	mE55; *tSak55; tS'ai55	ʧʰ a i ⁵⁵	側
1289	1276	Dancun	袖子	sleeves	tiu32; \am21 tiu32	t i u ³²	衫～
1290	1276	Dancun	袖子	sleeves	tiu32; \am21 tiu32	ɕ a m ²¹ + t i u ³²	衫～
4287	3809	Dancun	細（腰）	slender	niEu33	n i ɛ u ³³	
4320	3834	Dancun	清瘦	slim	laN55 laN55 niEu33 niEu33	l a ŋ ⁵⁵ + l a ŋ ⁵⁵ + n i ɛ u ³³ + n i ɛ u ³³	
4365	3862	Dancun	黏滑	slimy	\an35	ɕ a n ³⁵	
1336	1318	Dancun	拖鞋	slippers	p'u33 hai35; {at55 hai35	pʰ u ³³ + h a i ³⁵	
1337	1318	Dancun	拖鞋	slippers	p'u33 hai35; {at55 hai35	æ a t ⁵⁵ + h a i ³⁵	
4363	3861	Dancun	滑	slippery	vat32 lut55 lut55; vat32 lut33 tK33	v a t ³² + l u t ⁵⁵ + l u t ⁵⁵	
