ID	CHARACTER	PINYIN	DOCULECT	SHIJING_NAME	SHJING_NUMBER	STANZA	VERSE	RHYMEID	POSITION	TEXT	ORDER	SOURCE
5611	幪	méng	Old_Chinese	大雅·生民之什·生民	245	245.4	3	245.4.d	2	麻麥幪幪、	4	Baxter1992
5612	幪	méng	Old_Chinese	大雅·生民之什·生民	245	245.4	3	245.4.d	2	麻麥幪幪、	4	Baxter1992
5613	唪	fěng	Old_Chinese	大雅·生民之什·生民	245	245.4	3	245.4.d	2	瓜瓞唪唪。	5	Baxter1992
5614	唪	fěng	Old_Chinese	大雅·生民之什·生民	245	245.4	3	245.4.d	2	瓜瓞唪唪。	5	Baxter1992
5615	穡	sè	Old_Chinese	大雅·生民之什·生民	245	245.5	1		4	誕后稷之穡、	1	Baxter1992
5616	道	dào	Old_Chinese	大雅·生民之什·生民	245	245.5	1	245.5.a	3	有相之道。	2	Baxter1992
5617	草	cǎo	Old_Chinese	大雅·生民之什·生民	245	245.5	2	245.5.a	3	茀厥豐草、	1	Baxter1992
5618	茂	mào	Old_Chinese	大雅·生民之什·生民	245	245.5	2	245.5.a	3	種之黃茂。	2	Baxter1992
5619	苞	bāo	Old_Chinese	大雅·生民之什·生民	245	245.5	3	245.5.a	3	實方實苞、	1	Baxter1992
5620	褎	xiù	Old_Chinese	大雅·生民之什·生民	245	245.5	3	245.5.a	3	實種實褎、	2	Baxter1992
5621	秀	xiù	Old_Chinese	大雅·生民之什·生民	245	245.5	3	245.5.a	3	實發實秀、	3	Baxter1992
5622	好	hǎo	Old_Chinese	大雅·生民之什·生民	245	245.5	3	245.5.a	3	實堅實好、	4	Baxter1992
5623	栗	lì	Old_Chinese	大雅·生民之什·生民	245	245.5	3	245.5.b	3	實穎實栗。	5	Baxter1992
5624	室	shì	Old_Chinese	大雅·生民之什·生民	245	245.5	4	245.5.b	4	即有邰家室。	1	Baxter1992
5625	種	zhǒng	Old_Chinese	大雅·生民之什·生民	245	245.6	1		3	誕降嘉種、	1	Baxter1992
5626	秠	pī	Old_Chinese	大雅·生民之什·生民	245	245.6	1	245.6.a	3	維秬維秠、	2	Baxter1992
5627	芑	qǐ	Old_Chinese	大雅·生民之什·生民	245	245.6	1	245.6.a	3	維穈維芑。	3	Baxter1992
5628	秠	pī	Old_Chinese	大雅·生民之什·生民	245	245.6	2	245.6.a	3	恆之秬秠、	1	Baxter1992
5629	畝	mǔ	Old_Chinese	大雅·生民之什·生民	245	245.6	2	245.6.a	3	是穫是畝。	2	Baxter1992
5630	芑	qǐ	Old_Chinese	大雅·生民之什·生民	245	245.6	3	245.6.a	3	恆之穈芑、	1	Baxter1992
5631	負	fù	Old_Chinese	大雅·生民之什·生民	245	245.6	3	245.6.a	3	是任是負。	2	Baxter1992
5632	祀	sì	Old_Chinese	大雅·生民之什·生民	245	245.6	4	245.6.a	3	以歸肇祀。	1	Baxter1992
5633	何	hé	Old_Chinese	大雅·生民之什·生民	245	245.7	1		4	誕我祀如何。	1	Baxter1992
5634	揄	yú	Old_Chinese	大雅·生民之什·生民	245	245.7	2	245.7.a	3	或舂或揄、	1	Baxter1992
5635	蹂	róu	Old_Chinese	大雅·生民之什·生民	245	245.7	2	245.7.a	3	或簸或蹂。	2	Baxter1992
5636	叟	sǒu	Old_Chinese	大雅·生民之什·生民	245	245.7	3	245.7.a	2	釋之叟叟、	1	Baxter1992
5637	叟	sǒu	Old_Chinese	大雅·生民之什·生民	245	245.7	3	245.7.a	2	釋之叟叟、	1	Baxter1992
5638	浮	fú	Old_Chinese	大雅·生民之什·生民	245	245.7	3	245.7.a	2	烝之浮浮。	2	Baxter1992
5639	浮	fú	Old_Chinese	大雅·生民之什·生民	245	245.7	3	245.7.a	2	烝之浮浮。	2	Baxter1992
5640	惟	wéi	Old_Chinese	大雅·生民之什·生民	245	245.7	4	245.7.b	3	載謀載惟、	1	Baxter1992
5641	脂	zhī	Old_Chinese	大雅·生民之什·生民	245	245.7	4	245.7.b	3	取蕭祭脂、	2	Baxter1992
5642	軷	bá	Old_Chinese	大雅·生民之什·生民	245	245.7	4	245.7.c	3	取羝以軷。	3	Baxter1992
5643	烈	liè	Old_Chinese	大雅·生民之什·生民	245	245.7	5	245.7.c	3	載燔載烈、	1	Baxter1992
5644	歲	suì	Old_Chinese	大雅·生民之什·生民	245	245.7	5	245.7.c	3	以興嗣歲。	2	Baxter1992
5645	豆	dòu	Old_Chinese	大雅·生民之什·生民	245	245.8	1		3	卬盛于豆、	1	Baxter1992
5646	登	dēng	Old_Chinese	大雅·生民之什·生民	245	245.8	1	245.8.a	3	于豆于登。	2	Baxter1992
5647	升	shēng	Old_Chinese	大雅·生民之什·生民	245	245.8	2	245.8.a	3	其香始升、	1	Baxter1992
5648	歆	xīn	Old_Chinese	大雅·生民之什·生民	245	245.8	2	245.8.a	3	上帝居歆。	2	Baxter1992
5649	時	shí	Old_Chinese	大雅·生民之什·生民	245	245.8	3	245.8.b	3	胡臭亶時、	1	Baxter1992
5650	祀	sì	Old_Chinese	大雅·生民之什·生民	245	245.8	3	245.8.b	3	后稷肇祀、	2	Baxter1992
5651	悔	huǐ	Old_Chinese	大雅·生民之什·生民	245	245.8	3	245.8.b	3	庶無罪悔、	3	Baxter1992
5652	今	jīn	Old_Chinese	大雅·生民之什·生民	245	245.8	3	245.8.a	3	以迄于今。	4	Baxter1992
5653	葦	wěi	Old_Chinese	大雅·生民之什·行葦	246	246.1	1	246.1.a	3	敦彼行葦。	1	Baxter1992
5654	履	lǚ	Old_Chinese	大雅·生民之什·行葦	246	246.1	2	246.1.a	4	牛羊勿踐履。	1	Baxter1992
5655	體	tǐ	Old_Chinese	大雅·生民之什·行葦	246	246.1	3	246.1.a	3	方苞方體。	1	Baxter1992
5656	泥	ní	Old_Chinese	大雅·生民之什·行葦	246	246.1	4	246.1.a	2	維葉泥泥。	1	Baxter1992
5657	弟	dì	Old_Chinese	大雅·生民之什·行葦	246	246.1	5	246.1.a	3	戚戚兄弟。	1	Baxter1992
5658	爾	ěr	Old_Chinese	大雅·生民之什·行葦	246	246.1	6	246.1.a	3	莫遠具爾。	1	Baxter1992
5659	筵	yán	Old_Chinese	大雅·生民之什·行葦	246	246.1	7		3	或肆之筵。	1	Baxter1992
5660	几	jǐ	Old_Chinese	大雅·生民之什·行葦	246	246.1	8	246.1.a	3	或受之几。	1	Baxter1992
5661	席	xí	Old_Chinese	大雅·生民之什·行葦	246	246.2	1	246.2.a	3	肆筵設席。	1	Baxter1992
5662	御	yù	Old_Chinese	大雅·生民之什·行葦	246	246.2	2	246.2.a	4	授几有緝御。	1	Baxter1992
5663	酢	cù	Old_Chinese	大雅·生民之什·行葦	246	246.2	3	246.2.a	3	或獻或酢。	1	Baxter1992
5664	斝	jiǎ	Old_Chinese	大雅·生民之什·行葦	246	246.2	4	246.2.a	3	洗爵奠斝。	1	Baxter1992
5665	薦	jiàn	Old_Chinese	大雅·生民之什·行葦	246	246.2	5		3	醓醢以薦。	1	Baxter1992
5666	炙	zhì	Old_Chinese	大雅·生民之什·行葦	246	246.2	6	246.2.a	3	或燔或炙。	1	Baxter1992
5667	臄	jué	Old_Chinese	大雅·生民之什·行葦	246	246.2	7	246.2.a	3	嘉殽脾臄。	1	Baxter1992
5668	咢	è	Old_Chinese	大雅·生民之什·行葦	246	246.2	8	246.2.a	3	或歌或咢。	1	Baxter1992
5669	堅	jiān	Old_Chinese	大雅·生民之什·行葦	246	246.3	1	246.3.a	3	敦弓既堅。	1	Baxter1992
5670	鈞	jūn	Old_Chinese	大雅·生民之什·行葦	246	246.3	2	246.3.a	3	四鍭既鈞。	1	Baxter1992
5671	均	jūn	Old_Chinese	大雅·生民之什·行葦	246	246.3	3	246.3.a	3	舍矢既均。	1	Baxter1992
5672	賢	xián	Old_Chinese	大雅·生民之什·行葦	246	246.3	4	246.3.a	3	序賓以賢。	1	Baxter1992
5673	句	jù	Old_Chinese	大雅·生民之什·行葦	246	246.3	5	246.3.b	3	敦弓既句。	1	Baxter1992
5674	鍭	hóu	Old_Chinese	大雅·生民之什·行葦	246	246.3	6	246.3.b	3	既挾四鍭。	1	Baxter1992
5675	樹	shù	Old_Chinese	大雅·生民之什·行葦	246	246.3	7	246.3.b	3	四鍭如樹。	1	Baxter1992
5676	侮	wǔ	Old_Chinese	大雅·生民之什·行葦	246	246.3	8	246.3.b	4	序賓以不侮。	1	Baxter1992
5677	主	zhǔ	Old_Chinese	大雅·生民之什·行葦	246	246.4	1	246.4.a	3	曾孫維主。	1	Baxter1992
5678	醹	rú	Old_Chinese	大雅·生民之什·行葦	246	246.4	2	246.4.a	3	酒醴維醹。	1	Baxter1992
5679	斗	dòu	Old_Chinese	大雅·生民之什·行葦	246	246.4	3	246.4.a	3	酌以大斗。	1	Baxter1992
5680	耇	gǒu	Old_Chinese	大雅·生民之什·行葦	246	246.4	4	246.4.a	3	以祈黃耇。	1	Baxter1992
5681	背	bèi	Old_Chinese	大雅·生民之什·行葦	246	246.4	5	246.4.b	3	黃耇台背。	1	Baxter1992
5682	翼	yì	Old_Chinese	大雅·生民之什·行葦	246	246.4	6	246.4.b	3	以引以翼。	1	Baxter1992
5683	祺	qí	Old_Chinese	大雅·生民之什·行葦	246	246.4	7	246.4.b	3	壽考維祺。	1	Baxter1992
5684	福	fú	Old_Chinese	大雅·生民之什·行葦	246	246.4	8	246.4.b	3	以介景福。	1	Baxter1992
5685	酒	jiǔ	Old_Chinese	大雅·生民之什·既醉	247	247.1	1		3	既醉以酒、	1	Baxter1992
5686	德	dé	Old_Chinese	大雅·生民之什·既醉	247	247.1	1	247.1.a	3	既飽以德。	2	Baxter1992
5687	年	nián	Old_Chinese	大雅·生民之什·既醉	247	247.1	2		3	君子萬年、	1	Baxter1992
5688	福	fú	Old_Chinese	大雅·生民之什·既醉	247	247.1	2	247.1.a	3	介爾景福。	2	Baxter1992
5689	酒	jiǔ	Old_Chinese	大雅·生民之什·既醉	247	247.2	1		3	既醉以酒、	1	Baxter1992
5690	將	jiāng	Old_Chinese	大雅·生民之什·既醉	247	247.2	1	247.2.a	3	爾殽既將。	2	Baxter1992
5691	年	nián	Old_Chinese	大雅·生民之什·既醉	247	247.2	2		3	君子萬年、	1	Baxter1992
5692	明	míng	Old_Chinese	大雅·生民之什·既醉	247	247.2	2	247.2.a	3	介爾昭明。	2	Baxter1992
5693	融	róng	Old_Chinese	大雅·生民之什·既醉	247	247.3	1	247.3.a	3	昭明有融、	1	Baxter1992
5694	終	zhōng	Old_Chinese	大雅·生民之什·既醉	247	247.3	1	247.3.a	3	高朗令終。	2	Baxter1992
5695	俶	chù	Old_Chinese	大雅·生民之什·既醉	247	247.3	2	247.3.b	3	令終有俶、	1	Baxter1992
5696	告	gào	Old_Chinese	大雅·生民之什·既醉	247	247.3	2	247.3.b	3	公尺嘉告。	2	Baxter1992
5697	何	hé	Old_Chinese	大雅·生民之什·既醉	247	247.4	1	247.4.a	3	其告維何、	1	Baxter1992
5698	嘉	jiā	Old_Chinese	大雅·生民之什·既醉	247	247.4	1	247.4.a	3	籩豆靜嘉。	2	Baxter1992
5699	攝	shè	Old_Chinese	大雅·生民之什·既醉	247	247.4	2		3	朋友攸攝、	1	Baxter1992
5700	儀	yí	Old_Chinese	大雅·生民之什·既醉	247	247.4	2	247.4.a	3	攝以威儀。	2	Baxter1992
5701	時	shí	Old_Chinese	大雅·生民之什·既醉	247	247.5	1	247.5.a	3	威儀孔時、	1	Baxter1992
5702	子	zi	Old_Chinese	大雅·生民之什·既醉	247	247.5	1	247.5.a	1	君子有孝子。	2	Baxter1992
5703	匱	guì	Old_Chinese	大雅·生民之什·既醉	247	247.5	2	247.5.b	3	孝子不匱、	1	Baxter1992
5704	類	lèi	Old_Chinese	大雅·生民之什·既醉	247	247.5	2	247.5.b	3	永錫爾類。	2	Baxter1992
5705	何	hé	Old_Chinese	大雅·生民之什·既醉	247	247.6	1		3	其類維何、	1	Baxter1992
5706	壼	kǔn	Old_Chinese	大雅·生民之什·既醉	247	247.6	1	247.6.a	3	室家之壼。	2	Baxter1992
5707	年	nián	Old_Chinese	大雅·生民之什·既醉	247	247.6	2		3	君子萬年、	1	Baxter1992
5708	胤	yìn	Old_Chinese	大雅·生民之什·既醉	247	247.6	2	247.6.a	3	永錫祚胤。	2	Baxter1992
5709	何	hé	Old_Chinese	大雅·生民之什·既醉	247	247.7	1		3	其胤維何、	1	Baxter1992
5710	祿	lù	Old_Chinese	大雅·生民之什·既醉	247	247.7	1	247.7.a	3	天被爾祿。	2	Baxter1992
5711	年	nián	Old_Chinese	大雅·生民之什·既醉	247	247.7	2		3	君子萬年、	1	Baxter1992
5712	僕	pú	Old_Chinese	大雅·生民之什·既醉	247	247.7	2	247.7.a	3	景命有僕。	2	Baxter1992
5713	何	hé	Old_Chinese	大雅·生民之什·既醉	247	247.8	1		3	其僕維何、	1	Baxter1992
5714	士	shì	Old_Chinese	大雅·生民之什·既醉	247	247.8	1	247.8.a	3	釐爾女士。	2	Baxter1992
5715	士	shì	Old_Chinese	大雅·生民之什·既醉	247	247.8	2	247.8.a	3	釐爾女士、	1	Baxter1992
5716	子	zi	Old_Chinese	大雅·生民之什·既醉	247	247.8	2	247.8.a	3	從以孫子。	2	Baxter1992
5717	涇	jīng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.1	1	248.1.a	3	鳧鷖在涇、	1	Baxter1992
5718	寧	níng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.1	1	248.1.a	5	公尺來燕來寧。	2	Baxter1992
5719	清	qīng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.1	2	248.1.a	3	爾酒既清、	1	Baxter1992
5720	馨	xīn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.1	2	248.1.a	3	爾殽既馨、	2	Baxter1992
5721	飲	yǐn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.1	2		3	公尺燕飲、	3	Baxter1992
5722	成	chéng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.1	2	248.1.a	3	福祿來成。	4	Baxter1992
5723	沙	shā	Old_Chinese	大雅·生民之什·鳧鷖	248	248.2	1	248.2.a	3	鳧鷖在沙、	1	Baxter1992
5724	宜	yí	Old_Chinese	大雅·生民之什·鳧鷖	248	248.2	1	248.2.a	5	公尺來燕來宜。	2	Baxter1992
5725	多	duō	Old_Chinese	大雅·生民之什·鳧鷖	248	248.2	2	248.2.a	3	爾酒既多、	1	Baxter1992
5726	嘉	jiā	Old_Chinese	大雅·生民之什·鳧鷖	248	248.2	2	248.2.a	3	爾殽既嘉、	2	Baxter1992
5727	飲	yǐn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.2	2		3	公尺燕飲、	3	Baxter1992
5728	為	wèi	Old_Chinese	大雅·生民之什·鳧鷖	248	248.2	2	248.2.a	3	福祿來為。	4	Baxter1992
5729	渚	zhǔ	Old_Chinese	大雅·生民之什·鳧鷖	248	248.3	1	248.3.a	3	鳧鷖在渚、	1	Baxter1992
5730	處	chù	Old_Chinese	大雅·生民之什·鳧鷖	248	248.3	1	248.3.a	5	公尺來燕來處。	2	Baxter1992
5731	湑	xū	Old_Chinese	大雅·生民之什·鳧鷖	248	248.3	2	248.3.a	3	爾酒既湑、	1	Baxter1992
5732	脯	pú	Old_Chinese	大雅·生民之什·鳧鷖	248	248.3	2	248.3.a	3	爾殽伊脯、	2	Baxter1992
5733	飲	yǐn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.3	2		3	公尺燕飲、	3	Baxter1992
5734	下	xià	Old_Chinese	大雅·生民之什·鳧鷖	248	248.3	2	248.3.a	3	福祿來下。	4	Baxter1992
5735	潀	cóng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.4	1	248.4.a	3	鳧鷖在潀、	1	Baxter1992
5736	宗	zōng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.4	1	248.4.a	5	公尺來燕來宗。	2	Baxter1992
5737	宗	zōng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.4	2	248.4.a	3	既燕于宗、	1	Baxter1992
5738	降	jiàng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.4	2	248.4.a	3	福祿攸降。	2	Baxter1992
5739	飲	yǐn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.4	3		3	公尺燕飲、	1	Baxter1992
5740	崇	chóng	Old_Chinese	大雅·生民之什·鳧鷖	248	248.4	3	248.4.a	3	福祿來崇。	2	Baxter1992
5741	亹	mén	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	1	248.5.a	3	鳧鷖在亹、	1	Baxter1992
5742	熏	xūn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	1	248.5.a	4	公尺來止熏熏。	2	Baxter1992
5743	熏	xūn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	1	248.5.a	4	公尺來止熏熏。	2	Baxter1992
5744	欣	xīn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	2	248.5.a	2	旨酒欣欣、	1	Baxter1992
5745	欣	xīn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	2	248.5.a	2	旨酒欣欣、	1	Baxter1992
5746	芬	fēn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	2	248.5.a	2	燔炙芬芬、	2	Baxter1992
5747	芬	fēn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	2	248.5.a	2	燔炙芬芬、	2	Baxter1992
5748	飲	yǐn	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	2		3	公尺燕飲、	3	Baxter1992
5749	艱	jiān	Old_Chinese	大雅·生民之什·鳧鷖	248	248.5	2	248.5.a	3	無有後艱。	4	Baxter1992
5750	子	zi	Old_Chinese	大雅·生民之什·假樂	249	249.1	1	249.1.a	3	假樂君子、	1	Baxter1992
5751	德	dé	Old_Chinese	大雅·生民之什·假樂	249	249.1	1	249.1.a	3	顯顯令德。	2	Baxter1992
5752	人	rén	Old_Chinese	大雅·生民之什·假樂	249	249.1	2	249.1.b	3	宜民宜人、	1	Baxter1992
5753	天	tiān	Old_Chinese	大雅·生民之什·假樂	249	249.1	2	249.1.b	3	受祿于天。	2	Baxter1992
5754	命	mìng	Old_Chinese	大雅·生民之什·假樂	249	249.1	3	249.1.c	2	保右命之、	1	Baxter1992
5755	申	shēn	Old_Chinese	大雅·生民之什·假樂	249	249.1	3	249.1.c	2	自天申之。	2	Baxter1992
5756	福	fú	Old_Chinese	大雅·生民之什·假樂	249	249.2	1	249.2.a	3	干祿百福、	1	Baxter1992
5757	億	yì	Old_Chinese	大雅·生民之什·假樂	249	249.2	1	249.2.a	3	子孫千億。	2	Baxter1992
5758	皇	huáng	Old_Chinese	大雅·生民之什·假樂	249	249.2	2	249.2.b	2	穆穆皇皇、	1	Baxter1992
5759	皇	huáng	Old_Chinese	大雅·生民之什·假樂	249	249.2	2	249.2.b	2	穆穆皇皇、	1	Baxter1992
5760	王	wáng	Old_Chinese	大雅·生民之什·假樂	249	249.2	2	249.2.b	3	宜君宜王。	2	Baxter1992
5761	忘	wàng	Old_Chinese	大雅·生民之什·假樂	249	249.2	3	249.2.b	3	不愆不忘、	1	Baxter1992
5762	章	zhāng	Old_Chinese	大雅·生民之什·假樂	249	249.2	3	249.2.b	3	率由舊章。	2	Baxter1992
5763	抑	yì	Old_Chinese	大雅·生民之什·假樂	249	249.3	1	249.3.a	2	威儀抑抑、	1	Baxter1992
5764	抑	yì	Old_Chinese	大雅·生民之什·假樂	249	249.3	1	249.3.a	2	威儀抑抑、	1	Baxter1992
5765	秩	zhì	Old_Chinese	大雅·生民之什·假樂	249	249.3	1	249.3.a	2	德音秩秩。	2	Baxter1992
5766	秩	zhì	Old_Chinese	大雅·生民之什·假樂	249	249.3	1	249.3.a	2	德音秩秩。	2	Baxter1992
5767	惡	è	Old_Chinese	大雅·生民之什·假樂	249	249.3	2		3	無怨無惡、	1	Baxter1992
5768	匹	pǐ	Old_Chinese	大雅·生民之什·假樂	249	249.3	2	249.3.a	3	率由群匹。	2	Baxter1992
5769	疆	jiāng	Old_Chinese	大雅·生民之什·假樂	249	249.3	3	249.3.b	3	受福無疆、	1	Baxter1992
5770	綱	gāng	Old_Chinese	大雅·生民之什·假樂	249	249.3	3	249.3.b	3	四方之綱。	2	Baxter1992
5771	紀	jì	Old_Chinese	大雅·生民之什·假樂	249	249.4	1	249.4.a	3	之綱之紀、	1	Baxter1992
5772	友	yǒu	Old_Chinese	大雅·生民之什·假樂	249	249.4	1	249.4.a	3	燕及朋友。	2	Baxter1992
5773	士	shì	Old_Chinese	大雅·生民之什·假樂	249	249.4	2	249.4.a	3	百辟卿士、	1	Baxter1992
5774	子	zi	Old_Chinese	大雅·生民之什·假樂	249	249.4	2	249.4.a	3	媚于天子。	2	Baxter1992
5775	位	wèi	Old_Chinese	大雅·生民之什·假樂	249	249.4	3	249.4.a	3	不解于位、	1	Baxter1992
5776	塈	jì	Old_Chinese	大雅·生民之什·假樂	249	249.4	3	249.4.a	3	民之攸塈。	2	Baxter1992
345	葭	jiā	Old_Chinese	國風·召南·騶虞	25	25.1	1	25.1.a	3	彼茁者葭、	1	Baxter1992
346	豝	bā	Old_Chinese	國風·召南·騶虞	25	25.1	1	25.1.a	3	壹發五豝。	2	Baxter1992
347	虞	yú	Old_Chinese	國風·召南·騶虞	25	25.1	2	25.1.a	4	于嗟乎騶虞。	1	Baxter1992
348	蓬	péng	Old_Chinese	國風·召南·騶虞	25	25.2	1	25.2.a	3	彼茁者蓬、	1	Baxter1992
349	豵	zōng	Old_Chinese	國風·召南·騶虞	25	25.2	1	25.2.a	3	壹發五豵。	2	Baxter1992
350	虞	yú	Old_Chinese	國風·召南·騶虞	25	25.2	2		4	于嗟乎騶虞。	1	Baxter1992
5777	劉	liú	Old_Chinese	大雅·生民之什·公劉	250	250.1	1		2	篤公劉、	1	Baxter1992
5778	康	kāng	Old_Chinese	大雅·生民之什·公劉	250	250.1	1	250.1.a	3	匪居匪康、	2	Baxter1992
5779	疆	jiāng	Old_Chinese	大雅·生民之什·公劉	250	250.1	1	250.1.a	3	迺埸迺疆、	3	Baxter1992
5780	倉	cāng	Old_Chinese	大雅·生民之什·公劉	250	250.1	1	250.1.a	3	迺機迺倉。	4	Baxter1992
5781	糧	liáng	Old_Chinese	大雅·生民之什·公劉	250	250.1	2	250.1.a	3	迺裹餱糧、	1	Baxter1992
5782	囊	náng	Old_Chinese	大雅·生民之什·公劉	250	250.1	2	250.1.a	3	于橐于囊、	2	Baxter1992
5783	光	guāng	Old_Chinese	大雅·生民之什·公劉	250	250.1	2	250.1.a	3	思輯用光。	3	Baxter1992
5784	張	zhāng	Old_Chinese	大雅·生民之什·公劉	250	250.1	3	250.1.a	3	弓矢斯張、	1	Baxter1992
5785	揚	yáng	Old_Chinese	大雅·生民之什·公劉	250	250.1	3	250.1.a	3	干戈戚揚、	2	Baxter1992
5786	行	xíng	Old_Chinese	大雅·生民之什·公劉	250	250.1	3	250.1.a	3	爰方啟行。	3	Baxter1992
5787	劉	liú	Old_Chinese	大雅·生民之什·公劉	250	250.2	1		2	篤公劉、	1	Baxter1992
5788	原	yuán	Old_Chinese	大雅·生民之什·公劉	250	250.2	1	250.2.a	3	于胥斯原、	2	Baxter1992
5789	繁	fán	Old_Chinese	大雅·生民之什·公劉	250	250.2	1	250.2.a	3	既庶既繁、	3	Baxter1992
5790	宣	xuān	Old_Chinese	大雅·生民之什·公劉	250	250.2	1	250.2.a	3	既順迺宣、	4	Baxter1992
5791	歎	tàn	Old_Chinese	大雅·生民之什·公劉	250	250.2	1	250.2.a	3	而無永歎。	5	Baxter1992
5792	巘	yǎn	Old_Chinese	大雅·生民之什·公劉	250	250.2	2	250.2.a	3	陟則在巘、	1	Baxter1992
5793	原	yuán	Old_Chinese	大雅·生民之什·公劉	250	250.2	2	250.2.a	3	復降在原。	2	Baxter1992
5794	舟	zhōu	Old_Chinese	大雅·生民之什·公劉	250	250.2	3		2	何以舟之、	1	Baxter1992
5795	瑤	yáo	Old_Chinese	大雅·生民之什·公劉	250	250.2	3	250.2.b	3	維玉及瑤、	2	Baxter1992
5796	刀	dāo	Old_Chinese	大雅·生民之什·公劉	250	250.2	3	250.2.b	3	鞞琫容刀。	3	Baxter1992
5797	劉	liú	Old_Chinese	大雅·生民之什·公劉	250	250.3	1		2	篤公劉、	1	Baxter1992
5798	泉	quán	Old_Chinese	大雅·生民之什·公劉	250	250.3	1	250.3.a	3	逝彼百泉、	2	Baxter1992
5799	原	yuán	Old_Chinese	大雅·生民之什·公劉	250	250.3	1	250.3.a	3	瞻彼溥原。	3	Baxter1992
5800	岡	gāng	Old_Chinese	大雅·生民之什·公劉	250	250.3	2	250.3.b	3	迺陟南岡、	1	Baxter1992
5801	京	jīng	Old_Chinese	大雅·生民之什·公劉	250	250.3	2	250.3.b	3	乃覯于京。	2	Baxter1992
5802	野	yě	Old_Chinese	大雅·生民之什·公劉	250	250.3	3	250.3.c	3	京師之野、	1	Baxter1992
5803	處	chù	Old_Chinese	大雅·生民之什·公劉	250	250.3	3	250.3.c	2	于時處處、	2	Baxter1992
5804	處	chù	Old_Chinese	大雅·生民之什·公劉	250	250.3	3	250.3.c	2	于時處處、	2	Baxter1992
5805	旅	lǚ	Old_Chinese	大雅·生民之什·公劉	250	250.3	3	250.3.c	3	于時廬旅、	3	Baxter1992
5806	言	yán	Old_Chinese	大雅·生民之什·公劉	250	250.3	3		2	于時言言、	4	Baxter1992
5807	語	yǔ	Old_Chinese	大雅·生民之什·公劉	250	250.3	3	250.3.c	2	于時語語。	5	Baxter1992
5808	語	yǔ	Old_Chinese	大雅·生民之什·公劉	250	250.3	3	250.3.c	2	于時語語。	5	Baxter1992
5809	劉	liú	Old_Chinese	大雅·生民之什·公劉	250	250.4	1		2	篤公劉、	1	Baxter1992
5810	依	yī	Old_Chinese	大雅·生民之什·公劉	250	250.4	1	250.4.a	3	于京斯依。	2	Baxter1992
5811	濟	jì	Old_Chinese	大雅·生民之什·公劉	250	250.4	2	250.4.a	2	蹌蹌濟濟、	1	Baxter1992
5812	濟	jì	Old_Chinese	大雅·生民之什·公劉	250	250.4	2	250.4.a	2	蹌蹌濟濟、	1	Baxter1992
5813	几	jǐ	Old_Chinese	大雅·生民之什·公劉	250	250.4	2	250.4.a	3	俾筵俾几。	2	Baxter1992
5814	依	yī	Old_Chinese	大雅·生民之什·公劉	250	250.4	3	250.4.a	3	既登乃依。	1	Baxter1992
5815	曹	cáo	Old_Chinese	大雅·生民之什·公劉	250	250.4	4	250.4.b	3	乃造其曹、	1	Baxter1992
5816	牢	láo	Old_Chinese	大雅·生民之什·公劉	250	250.4	4	250.4.b	3	執豕于牢、	2	Baxter1992
5817	匏	páo	Old_Chinese	大雅·生民之什·公劉	250	250.4	4	250.4.b	3	酌之用匏。	3	Baxter1992
5818	飲	yǐn	Old_Chinese	大雅·生民之什·公劉	250	250.4	5	250.4.c	2	食之飲之、	1	Baxter1992
5819	宗	zōng	Old_Chinese	大雅·生民之什·公劉	250	250.4	5	250.4.c	2	君之宗之。	2	Baxter1992
5820	劉	liú	Old_Chinese	大雅·生民之什·公劉	250	250.5	1		2	篤公劉、	1	Baxter1992
5821	長	zhǎng	Old_Chinese	大雅·生民之什·公劉	250	250.5	1	250.5.a	3	既溥既長、	2	Baxter1992
5822	岡	gāng	Old_Chinese	大雅·生民之什·公劉	250	250.5	1	250.5.a	3	既景迺岡、	3	Baxter1992
5823	陽	yáng	Old_Chinese	大雅·生民之什·公劉	250	250.5	1	250.5.a	3	相其陰陽、	4	Baxter1992
5824	泉	quán	Old_Chinese	大雅·生民之什·公劉	250	250.5	1	250.5.b	3	觀其流泉、	5	Baxter1992
