ID	SHIJING	BLOCK	CHAPTER	NUMBER	TITLE	STANZA	VERSE	SECTION_NUMBER	RHYME_NUMBER	SECTION	RAW_SECTION	ENDCHAR	NOTE	RHYME	ALTERNATIVE_RHYME	CHARACTER	RHYMEID	MCH	OCH	PWY	YUNBU	SECTIONID	PREINITIAL	INITIAL	MEDIAL	YUN	SUF	OCBSYUN	GSR	GSRCLASS	MCHASCII	OCH_GLOSS	PINYIN	OCBS
4504	shijing	小雅	北山之什	210	  信南山	210.3	2	1	1	曾孫之a穡	曾孫之穡	、		210.3.a		穡	717	srik	*s.rək	srɯɡ	職	210.3.2.1	s.	r		ək		ək	0926e	926	srik	reap	se4	s. r  ək 
4505	shijing	小雅	北山之什	210	  信南山	210.3	2	2	1	以為酒a食	以為酒食	。		210.3.a		食	717	zyik	*mə-lək	ɢljɯɡ	職	210.3.2.2	s-m-	l		ək	-s	ək	0921a	921	ziH	feed (v.)	si4	s-m- l  ək -s
4506	shijing	小雅	北山之什	210	  信南山	210.3	3	1	1	畀我尸b賓	畀我尸賓	、		210.3.b		賓	718	pjin	*pi[n]	pin	真1	210.3.3.1		p		i[n]		in	0389a	389	pjin	guest	bin1	 p  i[n] 
4507	shijing	小雅	北山之什	210	  信南山	210.3	3	2	1	壽考萬b年	壽考萬年	。		210.3.b		年	718	nen	*C.nˤi[ŋ]	niin	真1	210.3.3.2	C.	nˤ		i[ŋ]		iŋ	0364a	364	nen	harvest; year	nian2	C. nˤ  i[ŋ] 
4508	shijing	小雅	北山之什	210	  信南山	210.4	1	1	1	中田有a廬	中田有廬	、		210.4.a		廬	719	ljo	*[r]a	k-ra	魚	210.4.1.1		[r]		a		a	0069q	69	ljo	hut; inn; to lodge	lu2	 [r]  a 
4509	shijing	小雅	北山之什	210	  信南山	210.4	1	2	1	疆場有a瓜	疆場有瓜	。		210.4.a		瓜	719	kwae	*kʷˤra	kʷraa	魚	210.4.1.2		kʷˤ	r	a		a	0041a	41	kwae	melon, gourd	gua1	 kʷˤ r a 
4510	shijing	小雅	北山之什	210	  信南山	210.4	2	1	1	是剝是a菹	是剝是菹	、		210.4.a		菹	719	tsrjo	?	?	魚	210.4.2.1												    
4511	shijing	小雅	北山之什	210	  信南山	210.4	2	2	1	獻之皇a祖	獻之皇祖	。		210.4.a		祖	719	tsuX	*[ts]ˤaʔ	skaaʔ	魚	210.4.2.2		[ts]ˤ		aʔ		a	0046b'	46	tsuX	ancestor	zu3	 [ts]ˤ  aʔ 
4512	shijing	小雅	北山之什	210	  信南山	210.4	3	1	1	曾孫壽考	曾孫壽考	、				考	0	khawX	*k-r̥ˤuʔ	khuuʔ	幽1	210.4.3.1	k-	r̥ˤ		uʔ		u	1041d	1041	khawX	old; deceased father	kao3	k- r̥ˤ  uʔ 
4513	shijing	小雅	北山之什	210	  信南山	210.4	3	2	1	受天之a祜	受天之祜	。		210.4.a		祜	719	huX	*[g]ˤaʔ	ɡaaʔ	魚	210.4.3.2		[g]ˤ		aʔ		a	0049y	49	huX	blessing	hu4	 [g]ˤ  aʔ 
4514	shijing	小雅	北山之什	210	  信南山	210.5	1	1	1	祭以清a酒	祭以清酒	、		210.5.a		酒	720	tsjuwX	*tsuʔ	skluʔ	幽1	210.5.1.1		ts		uʔ		u	1096k	1096	tsjuwX	wine	jiu3	 ts  uʔ 
4515	shijing	小雅	北山之什	210	  信南山	210.5	1	2	1	從以騂a牡	從以騂牡	、		210.5.a		牡	720					210.5.1.2		m	(r)	uʔ		u	1063a	1063	muwX	male	mu3	 m (r) uʔ 
4516	shijing	小雅	北山之什	210	  信南山	210.5	1	3	1	享于祖a考	享于祖考	。		210.5.a		考	720	khawX	*k-r̥ˤuʔ	khuuʔ	幽1	210.5.1.3	k-	r̥ˤ		uʔ		u	1041d	1041	khawX	old; deceased father	kao3	k- r̥ˤ  uʔ 
4517	shijing	小雅	北山之什	210	  信南山	210.5	2	1	1	執其鸞b刀	執其鸞刀	、		210.5.b		刀	721	taw	*C.tˤaw	k-laaw	宵1	210.5.2.1	C.	tˤ		aw		aw	1131a	1131	taw	knife	dao1	C. tˤ  aw 
4518	shijing	小雅	北山之什	210	  信南山	210.5	2	2	1	以啟其b毛	以啟其毛	、		210.5.b		毛	721	maw	*C.mˤaw	moow	宵3	210.5.2.2	C.	mˤ		aw		aw	1137a	1137	maw	hair	mao2	C. mˤ  aw 
4519	shijing	小雅	北山之什	210	  信南山	210.5	2	3	1	取其血b膋	取其血膋	。		210.5.b		膋	721					210.5.2.3												    
4520	shijing	小雅	北山之什	210	  信南山	210.6	1	1	1	是烝是a享	是烝是享	、		210.6.a		享	722					210.6.1.1		[qʰ]		aŋʔ		aŋ	0716a	716	xjangX	offer in sacrifice; food offering	xiang3	 [qʰ]  aŋʔ 
4521	shijing	小雅	北山之什	210	  信南山	210.6	1	2	1	苾苾芬芬	苾苾芬芬	、				芬	0					210.6.1.2												    
4522	shijing	小雅	北山之什	210	  信南山	210.6	1	3	1	祀事孔a明	祀事孔明	。		210.6.a		明	722	mjaeng	*mraŋ	mraŋ	陽	210.6.1.3		m	r	aŋ		aŋ	0760a	760	mjaeng	bright	ming2	 m r aŋ 
4523	shijing	小雅	北山之什	210	  信南山	210.6	2	1	1	先祖是a皇	先祖是皇	。		210.6.a		皇	722	hwang	*[ɢ]ʷˤaŋ	ɡʷaaŋ	陽	210.6.2.1		[ɢ]ʷˤ		aŋ		aŋ	0708a	708	hwang	sovereign	huang2	 [ɢ]ʷˤ  aŋ 
4524	shijing	小雅	北山之什	210	  信南山	210.6	3	1	1	報以介福	報以介福	、				福	0	pjuwk	*pək	pɯɡ	職	210.6.3.1		p		ək		ək	0933d	933	pjuwk	blessing	fu2	 p  ək 
4525	shijing	小雅	北山之什	210	  信南山	210.6	3	2	1	萬壽無a疆	萬壽無疆	。		210.6.a		疆	722	kjang	*kaŋ	kaŋ	陽	210.6.3.2		k		aŋ		aŋ	0710h	710	kjang	boundary	jiang1	 k  aŋ 
4526	shijing	小雅	北山之什	211	  甫田	211.1	1	1	1	倬彼甫a田	倬彼甫田	、		211.1.a		田	723	den	*lˤiŋ	ɡ-liiŋ	真2	211.1.1.1		lˤ		iŋ		iŋ	0362a	362	den	field; to hunt	tian2	 lˤ  iŋ 
4527	shijing	小雅	北山之什	211	  甫田	211.1	1	2	1	歲取十a千	歲取十千	。		211.1.a		千	723	tshen	*s.n̥ˤi[ŋ]	snʰiin	真1	211.1.1.2	s.	n̥ˤ		i[ŋ]		iŋ	0365a	365	tshen	thousand	qian1	s. n̥ˤ  i[ŋ] 
4528	shijing	小雅	北山之什	211	  甫田	211.1	2	1	1	我取其a陳	我取其陳	、		211.1.a		陳	723	drin	*lri[n]	ɡrliŋ	真2	211.1.2.1		l	r	i[n]	-s	in	0373a	373	drinH	battle array	zhen4	 l r i[n] -s
4529	shijing	小雅	北山之什	211	  甫田	211.1	2	2	1	食我農a人	食我農人	。		211.1.a		人	723	nyin	*ni[ŋ]	njin	真1	211.1.2.2		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
4530	shijing	小雅	北山之什	211	  甫田	211.1	3	1	1	自古有a年	自古有年	。		211.1.a		年	723	nen	*C.nˤi[ŋ]	niin	真1	211.1.3.1	C.	nˤ		i[ŋ]		iŋ	0364a	364	nen	harvest; year	nian2	C. nˤ  i[ŋ] 
4531	shijing	小雅	北山之什	211	  甫田	211.1	4	1	1	今適南b畝	今適南畝	、		211.1.b		畝	724	muwX	*məʔ	?	侯	211.1.4.1		m		əʔ		ə	0949a	949	muwX	Chinese acre	mu3	 m  əʔ 
4532	shijing	小雅	北山之什	211	  甫田	211.1	4	2	1	或耘或b耔	或耘或耔	、		211.1.b		耔	724	tsiX	?	sklɯʔ	之	211.1.4.2												    
4533	shijing	小雅	北山之什	211	  甫田	211.1	4	3	1	黍稷b薿b薿	黍稷薿薿	。		211.1.b		薿	724	ngik	?	ŋɡɯɡ	職	211.1.4.3												    
4534	shijing	小雅	北山之什	211	  甫田	211.1	4	3	2	黍稷b薿b薿	黍稷薿薿	。		211.1.b		薿	724	ngik	?	ŋɡɯɡ	職	211.1.4.3												    
4535	shijing	小雅	北山之什	211	  甫田	211.1	5	1	1	攸介攸b止	攸介攸止	、		211.1.b		止	724	tsyiX	*təʔ	kljɯʔ	之	211.1.5.1		t		əʔ		ə	0961a	961	tsyiX	foot; stop	zhi3	 t  əʔ 
4536	shijing	小雅	北山之什	211	  甫田	211.1	5	2	1	烝我髦b士	烝我髦士	。		211.1.b		士	724	dzriX	*[m-s-]rəʔ	dzrɯʔ	之	211.1.5.2	[m-s-]	r		əʔ		ə	0970a	970	dzriX	officer; gentleman	shi4	[m-s-] r  əʔ 
4537	shijing	小雅	北山之什	211	  甫田	211.2	1	1	1	以我齊a明	以我齊明	、		211.2.a		明	725	mjaeng	*mraŋ	mraŋ	陽	211.2.1.1		m	r	aŋ		aŋ	0760a	760	mjaeng	bright	ming2	 m r aŋ 
4538	shijing	小雅	北山之什	211	  甫田	211.2	1	2	1	與我犧a羊	與我犧羊	、		211.2.a		羊	725	yang	*ɢaŋ	k-laŋ	陽	211.2.1.2		ɢ		aŋ		aŋ	0732a	732	yang	sheep	yang2	 ɢ  aŋ 
4539	shijing	小雅	北山之什	211	  甫田	211.2	1	3	1	以社以a方	以社以方	。		211.2.a		方	725	pjang	! *C-paŋ // *paŋ // *paŋ	paŋ	陽	211.2.1.3		p		aŋ		aŋ	0740a	740	pjang	just, then	fang1	 p  aŋ 
4540	shijing	小雅	北山之什	211	  甫田	211.2	2	1	1	我田既a臧	我田既臧	、		211.2.a		臧	725	tsang	*[ts]ˤaŋ	skaaŋ	陽	211.2.2.1		[ts]ˤ		aŋ		aŋ	0727f'	727	tsang	good	zang1	 [ts]ˤ  aŋ 
4541	shijing	小雅	北山之什	211	  甫田	211.2	2	2	1	農夫之a慶	農夫之慶	。		211.2.a		慶	725	khjaengH	*[kʰ]raŋ-s	khraŋs	陽	211.2.2.2		[kʰ]	r	aŋ	-s	aŋ	0753a	753	khjaengH	happy, rejoice	qing4	 [kʰ] r aŋ -s
4542	shijing	小雅	北山之什	211	  甫田	211.2	3	1	1	琴瑟擊b鼓	琴瑟擊鼓	、		211.2.b		鼓	726	kuX	*[k]ˤaʔ	?	模	211.2.3.1		[k]ˤ		aʔ		a	0050a	50	kuX	drum (n.)	gu3	 [k]ˤ  aʔ 
4543	shijing	小雅	北山之什	211	  甫田	211.2	3	2	1	以御田b祖	以御田祖	。		211.2.b		祖	726	tsuX	*[ts]ˤaʔ	skaaʔ	魚	211.2.3.2		[ts]ˤ		aʔ		a	0046b'	46	tsuX	ancestor	zu3	 [ts]ˤ  aʔ 
4544	shijing	小雅	北山之什	211	  甫田	211.2	4	1	1	以祈甘b雨	以祈甘雨	、		211.2.b		雨	726	hjuH	*[ɢ]ʷ(r)aʔ-s	ɢʷras	魚	211.2.4.1	C.	ɢʷ	(r)	aʔ		a	0100a	100	hjuX	rain	yu3	C. ɢʷ (r) aʔ 
4545	shijing	小雅	北山之什	211	  甫田	211.2	4	2	1	以介我稷b黍	以介我稷黍	、		211.2.b		黍	726	syoX	*s-tʰaʔ	qhjaʔ	魚	211.2.4.2	s-	tʰ		aʔ		a	0093a	93	syoX	Panicum miliaceum, glutinous	shu3	s- tʰ  aʔ 
4546	shijing	小雅	北山之什	211	  甫田	211.2	4	3	1	以穀我士b女	以穀我士女	。		211.2.b		女	726	nrjoX	*nraʔ	nas	魚	211.2.4.3		n	r	aʔ	-s	a	0094a	94	nrjoH	give as a wife	nü4	 n r aʔ -s
4547	shijing	小雅	北山之什	211	  甫田	211.3	1	1	1	曾孫來a止	曾孫來止	、		211.3.a		止	727	tsyiX	*təʔ	kljɯʔ	之	211.3.1.1		t		əʔ		ə	0961a	961	tsyiX	foot; stop	zhi3	 t  əʔ 
4548	shijing	小雅	北山之什	211	  甫田	211.3	1	2	1	以其婦a子	以其婦子	、		211.3.a		子	727	tsiX	! *[ts]əʔ // *tsəʔ	?	之	211.3.1.2		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
4549	shijing	小雅	北山之什	211	  甫田	211.3	1	3	1	饁彼南a畝	饁彼南畝	、		211.3.a		畝	727	muwX	*məʔ	?	侯	211.3.1.3		m		əʔ		ə	0949a	949	muwX	Chinese acre	mu3	 m  əʔ 
4550	shijing	小雅	北山之什	211	  甫田	211.3	1	4	1	田畯至a喜	田畯至喜	。		211.3.a		喜	727	xiX (xiH)	*qʰ(r)əʔ		之	211.3.1.4		qʰ	(r)	əʔ		ə	0955a	955	xiX	joy; rejoice	xi3	 qʰ (r) əʔ 
4551	shijing	小雅	北山之什	211	  甫田	211.3	2	1	1	攘其左a右	攘其左右	、		211.3.a		右	727	hjuwX // hjuwH	! *[ɢ]ʷəʔ // *[ɢ]ʷəʔ-s	ɢʷɯs	之	211.3.2.1		[ɢ]ʷ		əʔ	-s	ə	0995i	995	hjuwH	right hand	you4	 [ɢ]ʷ  əʔ -s
4552	shijing	小雅	北山之什	211	  甫田	211.3	2	2	1	嘗其旨a否	嘗其旨否	。		211.3.a		否	727	pjuwX (bijX)	*pəʔ	pɯʔ	之	211.3.2.2		p		əʔ		ə	0999e	999	pjuwX	not	fou3	 p  əʔ 
4553	shijing	小雅	北山之什	211	  甫田	211.3	3	1	1	禾易長a畝	禾易長畝	、		211.3.a		畝	727	muwX	*məʔ	?	侯	211.3.3.1		m		əʔ		ə	0949a	949	muwX	Chinese acre	mu3	 m  əʔ 
4554	shijing	小雅	北山之什	211	  甫田	211.3	3	2	1	終善且a有	終善且有	。		211.3.a		有	727	hjuwX	*[ɢ]ʷəʔ	ɢʷɯʔ	之	211.3.3.2		[ɢ]ʷ		əʔ		ə	0995o	995	hjuwX	have, exist	you3	 [ɢ]ʷ  əʔ 
4555	shijing	小雅	北山之什	211	  甫田	211.3	4	1	1	曾孫不怒	曾孫不怒	、				怒	0	nuH	*C.nˤaʔ-s	naas	魚	211.3.4.1	C.	nˤ		aʔ	-s	a	0094a'	94	nuH	anger, angry; vigorous	nu4	C. nˤ  aʔ -s
4556	shijing	小雅	北山之什	211	  甫田	211.3	4	2	1	農夫克a?x敏	農夫克敏	。		211.3.a		敏	727	minX	*mrə[n]ʔ	mrɯŋʔ	蒸	211.3.4.2		m	r	ə[n]ʔ		ən	1251q	1251	minX	diligent, active	min3	 m r ə[n]ʔ 
4557	shijing	小雅	北山之什	211	  甫田	211.4	1	1	1	曾孫之稼	曾孫之稼	、				稼	0	kaeH	*kˤra-s	kraas	魚	211.4.1.1		kˤ	r	a	-s	a	0032f	32	kaeH	grain; sow (v.)	jia4	 kˤ r a -s
4558	shijing	小雅	北山之什	211	  甫田	211.4	1	2	1	如茨如a粱	如茨如粱	。		211.4.a		粱	728	ljang	*[r]aŋ	k-raŋ	陽	211.4.1.2		[r]		aŋ		aŋ	0738b	738	ljang	millet, sorghum, grain	liang2	 [r]  aŋ 
4559	shijing	小雅	北山之什	211	  甫田	211.4	2	1	1	曾孫之庾	曾孫之庾	、				庾	0	yuX	*[ɢ](r)oʔ	loʔ	侯	211.4.2.1		[ɢ]	(r)	oʔ		o	0126b	126	yuX	stacks of grain in the field	yu3	 [ɢ] (r) oʔ 
4560	shijing	小雅	北山之什	211	  甫田	211.4	2	2	1	如坻如a京	如坻如京	。		211.4.a		京	728	kjaeng	*[k]raŋ	kraŋ	陽	211.4.2.2		[k]	r	aŋ		aŋ	0755a	755	kjaeng	hill; capital city	jing1	 [k] r aŋ 
4561	shijing	小雅	北山之什	211	  甫田	211.4	3	1	1	乃求千斯a倉	乃求千斯倉	、		211.4.a		倉	728	tshang	! *[s.r̥]ˤaŋ // *tsʰˤaŋ	skhaaŋ	陽	211.4.3.1		tsʰˤ		aŋ		aŋ	0703a	703	tshang	granary	cang1	 tsʰˤ  aŋ 
4562	shijing	小雅	北山之什	211	  甫田	211.4	3	2	1	乃求萬斯a箱	乃求萬斯箱	。		211.4.a		箱	728	sjang	*C.[s]aŋ	sqaŋ	陽	211.4.3.2	C.	[s]		aŋ		aŋ	0731f	731	sjang	box (of a carriage)	xiang1	C. [s]  aŋ 
4563	shijing	小雅	北山之什	211	  甫田	211.4	4	1	1	黍稷稻a梁	黍稷稻梁	、		211.4.a		梁	728	ljang	*raŋ	k-raŋ	陽	211.4.4.1		r		aŋ		aŋ	0738a	738	ljang	beam; bridge	liang2	 r  aŋ 
4564	shijing	小雅	北山之什	211	  甫田	211.4	4	2	1	農夫之a慶	農夫之慶	。		211.4.a		慶	728	khjaengH	*[kʰ]raŋ-s	khraŋs	陽	211.4.4.2		[kʰ]	r	aŋ	-s	aŋ	0753a	753	khjaengH	happy, rejoice	qing4	 [kʰ] r aŋ -s
4565	shijing	小雅	北山之什	211	  甫田	211.4	5	1	1	報以介福	報以介福	、				福	0	pjuwk	*pək	pɯɡ	職	211.4.5.1		p		ək		ək	0933d	933	pjuwk	blessing	fu2	 p  ək 
4566	shijing	小雅	北山之什	211	  甫田	211.4	5	2	1	萬壽無a疆	萬壽無疆	。		211.4.a		疆	728	kjang	*kaŋ	kaŋ	陽	211.4.5.2		k		aŋ		aŋ	0710h	710	kjang	boundary	jiang1	 k  aŋ 
4567	shijing	小雅	北山之什	212	  大田	212.1	1	1	1	大田多稼	大田多稼	、				稼	0	kaeH	*kˤra-s	kraas	魚	212.1.1.1		kˤ	r	a	-s	a	0032f	32	kaeH	grain; sow (v.)	jia4	 kˤ r a -s
4568	shijing	小雅	北山之什	212	  大田	212.1	1	2	1	既種既a戒	既種既戒	。		212.1.a		戒	729	keajH	*kˤrək-s	krɯɯɡs	職	212.1.1.2		kˤ	r	ək	-s	ək	0990a	990	keajH	be on guard	jie4	 kˤ r ək -s
4569	shijing	小雅	北山之什	212	  大田	212.1	2	1	1	既備乃a事	既備乃事	、		212.1.a		事	729	dzriH (tsriH)	*[m-s-]rəʔ-s	tsrɯs	之	212.1.2.1	[m-s-]	r		əʔ	-s	ə	0971a	971	dzriH	serve; service, affair	shi4	[m-s-] r  əʔ -s
4570	shijing	小雅	北山之什	212	  大田	212.1	2	2	1	以我覃a耜	以我覃耜	、		212.1.a		耜	729	ziX	*sə-ləʔ	?	之	212.1.2.2	sə-	l		əʔ		ə	0976k	976	ziX	plowshare; to plow	si4	sə- l  əʔ 
4571	shijing	小雅	北山之什	212	  大田	212.1	2	3	1	俶載南a畝	俶載南畝	、		212.1.a		畝	729	muwX	*məʔ	?	侯	212.1.2.3		m		əʔ		ə	0949a	949	muwX	Chinese acre	mu3	 m  əʔ 
4572	shijing	小雅	北山之什	212	  大田	212.1	2	4	1	播厥百穀	播厥百穀	。				穀	0	kuwk	*[k]ˤok	kooɡ	屋	212.1.2.4		[k]ˤ		ok		ok	1226i	1226	kuwk	grain	gu3	 [k]ˤ  ok 
4573	shijing	小雅	北山之什	212	  大田	212.1	3	1	1	既庭且b碩	既庭且碩	、		212.1.b		碩	730	dzyek	*[d]Ak	djaɡ	鐸	212.1.3.1		[d]		Ak		Ak	0795e	795	dzyek	great, stately	shuo4	 [d]  Ak 
4574	shijing	小雅	北山之什	212	  大田	212.1	3	2	1	曾孫是b若	曾孫是若	。		212.1.b		若	730	nyak // nyak	*nak	nja	魚	212.1.3.2		n		ak		ak	0777a	777	nyak	agree	ruo4	 n  ak 
4575	shijing	小雅	北山之什	212	  大田	212.2	1	1	1	既方既a皁	既方既皁	、		212.2.a		皁	731	dzawX	*[dz]ˤuʔ			212.2.1.1		[dz]ˤ		uʔ		u	1054b	1054	dzawX	acorn, black-dyeing fruit	zao4	 [dz]ˤ  uʔ 
4576	shijing	小雅	北山之什	212	  大田	212.2	1	2	1	既堅既a好	既堅既好	。		212.2.a		好	731	xawX // xawH	! *qʰˤuʔ // *qʰˤuʔ-s	qhuus	幽1	212.2.1.2		qʰˤ		uʔ	-s	u	1044a	1044	xawH	love, like (v.)	hao4	 qʰˤ  uʔ -s
4577	shijing	小雅	北山之什	212	  大田	212.2	2	1	1	不稂不a莠	不稂不莠	、		212.2.a		莠	731	yuwX	*[l]uʔ	luʔ	幽1	212.2.2.1		[l]		uʔ		u	1095d	1095	yuwX	weeds	you3	 [l]  uʔ 
4578	shijing	小雅	北山之什	212	  大田	212.2	2	2	1	去其螟b螣	去其螟螣	。		212.2.b		螣	732	dong	?	lɯɯŋ	蒸	212.2.2.2												    
4579	shijing	小雅	北山之什	212	  大田	212.2	3	1	1	及其蟊b賊	及其蟊賊	、		212.2.b		賊	732	dzok	*k.dzˤək	?	德	212.2.3.1	k.	dzˤ		ək		ək	0907a	907	dzok	injure; murderer, bandit	zei2	k. dzˤ  ək 
4580	shijing	小雅	北山之什	212	  大田	212.2	3	2	1	無害我田c穉	無害我田穉	。		212.2.c		穉	733					212.2.3.2												    
4581	shijing	小雅	北山之什	212	  大田	212.2	4	1	1	田祖有神	田祖有神	、				神	0	zyin	*Cə.li[n]	ɢljin	真1	212.2.4.1	Cə.	l		i[n]		in	0385j	385	zyin	spirit	shen2	Cə. l  i[n] 
4582	shijing	小雅	北山之什	212	  大田	212.2	4	2	1	秉畀炎c火	秉畀炎火	。		212.2.c		火	733	xwaX	*[qʷʰ]ˤəjʔ	qphaalʔ	歌1	212.2.4.2		[qʷʰ]ˤ		əjʔ		əj	0353a	353	xwaX	fire	huo3	 [qʷʰ]ˤ  əjʔ 
4583	shijing	小雅	北山之什	212	  大田	212.3	1	1	1	有渰a萋a萋	有渰萋萋	、		212.3.a		萋	734	tshej	*[tsʰ]ˤəj		脂1	212.3.1.1		[tsʰ]ˤ		əj		əj	0592g	592	tshej	ample, rich, luxuriant	qi1	 [tsʰ]ˤ  əj 
4584	shijing	小雅	北山之什	212	  大田	212.3	1	1	2	有渰a萋a萋	有渰萋萋	、		212.3.a		萋	734	tshej	*[tsʰ]ˤəj		脂1	212.3.1.1		[tsʰ]ˤ		əj		əj	0592g	592	tshej	ample, rich, luxuriant	qi1	 [tsʰ]ˤ  əj 
4585	shijing	小雅	北山之什	212	  大田	212.3	1	2	1	興雨祁a祁	興雨祁祁	。		212.3.a		祁	734	gij (tsyijX)	*[g]rə[j] // *[g]rij	kljilʔ	脂1	212.3.1.2		[g]	r	ij		ij	0553i	553	gij	(place name)	qi2	 [g] r ij 
4586	shijing	小雅	北山之什	212	  大田	212.3	2	1	1	雨我公田	雨我公田	、				田	0	den	*lˤiŋ	ɡ-liiŋ	真2	212.3.2.1		lˤ		iŋ		iŋ	0362a	362	den	field; to hunt	tian2	 lˤ  iŋ 
4587	shijing	小雅	北山之什	212	  大田	212.3	2	2	1	遂及我a私	遂及我私	。		212.3.a		私	734	sij	*[s]əj	sil	脂1	212.3.2.2		[s]		əj		əj	0557b	557	sij	private	si1	 [s]  əj 
4588	shijing	小雅	北山之什	212	  大田	212.3	3	1	1	彼有不b穫此	彼有不穫此	、		212.3.b		穫	735	hwak	*m-qʷˤak	ɢʷaaɡ	鐸	212.3.3.1	m-	qʷˤ		ak		ak	0784h	784	hwak	reap	huo4	m- qʷˤ  ak 
4589	shijing	小雅	北山之什	212	  大田	212.3	3	2	1	有不斂b穧	有不斂穧	。		212.3.b		穧	735	tsjejH	?	tseds	月2	212.3.3.2												    
4590	shijing	小雅	北山之什	212	  大田	212.3	4	1	1	彼有遺秉	彼有遺秉	、				秉	0					212.3.4.1		p	r	aŋʔ		aŋ	0758a	758	pjaengX	grasp	bing3	 p r aŋʔ 
4591	shijing	小雅	北山之什	212	  大田	212.3	4	2	1	此有滯c穗	此有滯穗	、		212.3.c		穗	736	zwijH	*s.[ɢ]ʷi[t]-s	sɢʷids	質1	212.3.4.2	s.	[ɢ]ʷ		i[t]	-s	it	0533h	533	zwijH	ear of grain	sui4	s. [ɢ]ʷ  i[t] -s
4592	shijing	小雅	北山之什	212	  大田	212.3	4	3	1	伊寡婦之c利	伊寡婦之利	。		212.3.c		利	736	lijH	*C.ri[t]-s	?	脂	212.3.4.3	C.	r		i[t]	-s	it	0519a	519	lijH	sharp; profit	li4	C. r  i[t] -s
4593	shijing	小雅	北山之什	212	  大田	212.4	1	1	1	曾孫來a止	曾孫來止	、		212.4.a		止	737	tsyiX	*təʔ	kljɯʔ	之	212.4.1.1		t		əʔ		ə	0961a	961	tsyiX	foot; stop	zhi3	 t  əʔ 
4594	shijing	小雅	北山之什	212	  大田	212.4	1	2	1	以其婦a子	以其婦子	。		212.4.a		子	737	tsiX	! *[ts]əʔ // *tsəʔ	?	之	212.4.1.2		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
4595	shijing	小雅	北山之什	212	  大田	212.4	2	1	1	饁彼南a畝	饁彼南畝	、		212.4.a		畝	737	muwX	*məʔ	?	侯	212.4.2.1		m		əʔ		ə	0949a	949	muwX	Chinese acre	mu3	 m  əʔ 
4596	shijing	小雅	北山之什	212	  大田	212.4	2	2	1	田畯至a喜	田畯至喜	。		212.4.a		喜	737	xiX (xiH)	*qʰ(r)əʔ		之	212.4.2.2		qʰ	(r)	əʔ		ə	0955a	955	xiX	joy; rejoice	xi3	 qʰ (r) əʔ 
4597	shijing	小雅	北山之什	212	  大田	212.4	3	1	1	來方禋b祀	來方禋祀	、		212.4.b		祀	738	ziX	*s-[ɢ]əʔ	?	之	212.4.3.1	s-	[ɢ]		əʔ		ə	0967d	967	ziX	sacrifice; year	si4	s- [ɢ]  əʔ 
4598	shijing	小雅	北山之什	212	  大田	212.4	3	2	1	以其騂b黑	以其騂黑	。		212.4.b		黑	738	xok	*m̥ˤək	hmɯɯɡ	職	212.4.3.2		m̥ˤ		ək		ək	0904a	904	xok	black	hei1	 m̥ˤ  ək 
4599	shijing	小雅	北山之什	212	  大田	212.4	4	1	1	與其黍b稷	與其黍稷	、		212.4.b		稷	738	tsik	*[ts]ək	tsɯɡ	職	212.4.4.1		[ts]		ək		ək	0922b	922	tsik	millet (Setaria italica)	ji4	 [ts]  ək 
4600	shijing	小雅	北山之什	212	  大田	212.4	4	2	1	以享以b祀	以享以祀	。		212.4.b		祀	738	ziX	*s-[ɢ]əʔ	?	之	212.4.4.2	s-	[ɢ]		əʔ		ə	0967d	967	ziX	sacrifice; year	si4	s- [ɢ]  əʔ 
4601	shijing	小雅	北山之什	212	  大田	212.4	5	1	1	以介景b福	以介景福	。		212.4.b		福	738	pjuwk	*pək	pɯɡ	職	212.4.5.1		p		ək		ək	0933d	933	pjuwk	blessing	fu2	 p  ək 
4602	shijing	小雅	北山之什	213	  瞻彼洛矣	213.1	1	1	1	瞻彼洛a?x矣	瞻彼洛矣	、		213.1.a		矣	739					213.1.1.1		q		əʔ		ə	0976l	976	hiX	(final particle)	yi3	 q  əʔ 
4603	shijing	小雅	北山之什	213	  瞻彼洛矣	213.1	1	2	1	維水泱泱	維水泱泱	。				泱	0	'jang	?	qaŋ	陽	213.1.1.2												    
4604	shijing	小雅	北山之什	213	  瞻彼洛矣	213.1	2	1	1	君子至a?x止	君子至止	、		213.1.a		止	739	tsyiX	*təʔ	kljɯʔ	之	213.1.2.1		t		əʔ		ə	0961a	961	tsyiX	foot; stop	zhi3	 t  əʔ 
4605	shijing	小雅	北山之什	213	  瞻彼洛矣	213.1	2	2	1	福祿如b茨	福祿如茨	。		213.1.b		茨	740	dzij	?	sdi	脂2	213.1.2.2												    
4606	shijing	小雅	北山之什	213	  瞻彼洛矣	213.1	3	1	1	韎韐有奭	韎韐有奭	、				奭	0	syek	*[qʰ](r)Ak			213.1.3.1		[qʰ]	(r)	Ak		Ak	0913a	913	syek	red	shi4	 [qʰ] (r) Ak 
