ID	CHARACTER	PINYIN	DOCULECT	WORDFAMILY_CLASS	GLOSS	READING	VARIANT_CLASS	SOURCE
6037	錄	lù	Old_Chinese	⪤ lù₁ 彔	"To inscribe, record" [Gongyang; Zhouli].	rok		Schuessler2007
6038	錄	lù	Late_Han_Chinese		"To inscribe, record" [Gongyang; Zhouli].	liok		Schuessler2007
6039	鏤	lòu	Middle_Chinese		"To carve, engrave" [Shi]./NOTE:The graph has an alternate reading LH loᴬ (Unger Hao-ku  1983: 20).	ləuᶜ		Schuessler2007
6040	鏤	lòu	Old_Chinese	⪤ lù₁ 彔	"To carve, engrave" [Shi]./NOTE:The graph has an alternate reading LH loᴬ (Unger Hao-ku  1983: 20).	rô(h)		Schuessler2007
6041	鏤	lòu	Late_Han_Chinese		"To carve, engrave" [Shi]./NOTE:The graph has an alternate reading LH loᴬ (Unger Hao-ku  1983: 20).	loᶜ		Schuessler2007
6042	陸	lù₄	Middle_Chinese		"Land" (as opposed to water) [Shi] is perhaps shared with PWa *[ʔ]rok/"dry land".	ljuk		Schuessler2007
6043	陸	lù₄	Old_Chinese		"Land" (as opposed to water) [Shi] is perhaps shared with PWa *[ʔ]rok/"dry land".	ruk		Schuessler2007
6044	陸	lù₄	Late_Han_Chinese		"Land" (as opposed to water) [Shi] is perhaps shared with PWa *[ʔ]rok/"dry land".	luk		Schuessler2007
6045	路	lù₅	Middle_Chinese		"Road, way" [Shu].	luoᶜ		Schuessler2007
6046	路	lù₅	Old_Chinese		"Road, way" [Shu].	g-raks		Baxter1992
6047	路	lù₅	Old_Chinese		"Road, way" [Shu].	râkh		Schuessler2007
6048	路	lù₅	Late_Han_Chinese		"Road, way" [Shu].	lɑᶜ		Schuessler2007
6049	路	lù₆	Middle_Chinese		"Grand, loud" 路 [Shi],/"big carriage, state carriage" 輅 [Shu]./NOTE:The expression lù qǐn 路寢 *râkh tshəmʔ/"grand / royal apartment" [Shi, Chunqiu] has the variant bó qǐn 柏寢 (pɐk tsʰjəmᴮ) *prâk-tshəmʔ [Hanfei] (Unger Hao-ku 29, 1984: 266) which means that the reconstruction and identification of lù is far from certain.	luoᶜ		Schuessler2007
6050	路	lù₆	Old_Chinese		"Grand, loud" 路 [Shi],/"big carriage, state carriage" 輅 [Shu]./NOTE:The expression lù qǐn 路寢 *râkh tshəmʔ/"grand / royal apartment" [Shi, Chunqiu] has the variant bó qǐn 柏寢 (pɐk tsʰjəmᴮ) *prâk-tshəmʔ [Hanfei] (Unger Hao-ku 29, 1984: 266) which means that the reconstruction and identification of lù is far from certain.	g-raks		Baxter1992
6051	路	lù₆	Old_Chinese		"Grand, loud" 路 [Shi],/"big carriage, state carriage" 輅 [Shu]./NOTE:The expression lù qǐn 路寢 *râkh tshəmʔ/"grand / royal apartment" [Shi, Chunqiu] has the variant bó qǐn 柏寢 (pɐk tsʰjəmᴮ) *prâk-tshəmʔ [Hanfei] (Unger Hao-ku 29, 1984: 266) which means that the reconstruction and identification of lù is far from certain.	râkh		Schuessler2007
6052	路	lù₆	Late_Han_Chinese		"Grand, loud" 路 [Shi],/"big carriage, state carriage" 輅 [Shu]./NOTE:The expression lù qǐn 路寢 *râkh tshəmʔ/"grand / royal apartment" [Shi, Chunqiu] has the variant bó qǐn 柏寢 (pɐk tsʰjəmᴮ) *prâk-tshəmʔ [Hanfei] (Unger Hao-ku 29, 1984: 266) which means that the reconstruction and identification of lù is far from certain.	lɑᶜ		Schuessler2007
6053	簬	lù₇	Middle_Chinese		"A kind of bamboo" used for making slender arrows [Shu] is listed as pre- or early historic tribute from the Yangtze / Han River region, i.e. an area inhabited by non-Chinese people.	luoᶜ		Schuessler2007
6054	簬	lù₇	Old_Chinese		"A kind of bamboo" used for making slender arrows [Shu] is listed as pre- or early historic tribute from the Yangtze / Han River region, i.e. an area inhabited by non-Chinese people.	râkh < *g-rah		Schuessler2007
6055	簬	lù₇	Late_Han_Chinese		"A kind of bamboo" used for making slender arrows [Shu] is listed as pre- or early historic tribute from the Yangtze / Han River region, i.e. an area inhabited by non-Chinese people.	lɑᶜ		Schuessler2007
6056	露	lù₈	Middle_Chinese		"Dew, to condense into droplets" (clouds) [Shi].	luoᶜ		Schuessler2007
6057	露	lù₈	Old_Chinese		"Dew, to condense into droplets" (clouds) [Shi].	g-raks		Baxter1992
6058	露	lù₈	Old_Chinese		"Dew, to condense into droplets" (clouds) [Shi].	râkh		Schuessler2007
6059	露	lù₈	Late_Han_Chinese		"Dew, to condense into droplets" (clouds) [Shi].	lɑᶜ		Schuessler2007
6060	露	lù₉	Middle_Chinese		"Let appear, appear" [BI, Shi] > (``let bones appear'':)/"emaciated" [Zuo].	luoᶜ		Schuessler2007
6061	露	lù₉	Old_Chinese		"Let appear, appear" [BI, Shi] > (``let bones appear'':)/"emaciated" [Zuo].	g-raks		Baxter1992
6062	露	lù₉	Old_Chinese		"Let appear, appear" [BI, Shi] > (``let bones appear'':)/"emaciated" [Zuo].	râkh		Schuessler2007
6063	露	lù₉	Late_Han_Chinese		"Let appear, appear" [BI, Shi] > (``let bones appear'':)/"emaciated" [Zuo].	lɑᶜ		Schuessler2007
6064	鷺	lù₁₀	Middle_Chinese		"Heron, egret" [Shi].	luoᶜ		Schuessler2007
6065	鷺	lù₁₀	Old_Chinese		"Heron, egret" [Shi].	râkh		Schuessler2007
6066	鷺	lù₁₀	Late_Han_Chinese		"Heron, egret" [Shi].	lɑᶜ		Schuessler2007
6067	鹿	lù₁₁	Middle_Chinese		"Deer, sika deer" [OB, Shi]./NOTE:Sagart (1999: 161) suggests that {jiǎo₅ 角}/"horn" is related to lù.	luk		Schuessler2007
6068	鹿	lù₁₁	Old_Chinese		"Deer, sika deer" [OB, Shi]./NOTE:Sagart (1999: 161) suggests that {jiǎo₅ 角}/"horn" is related to lù.	rôk		Schuessler2007
6069	鹿	lù₁₁	Late_Han_Chinese		"Deer, sika deer" [OB, Shi]./NOTE:Sagart (1999: 161) suggests that {jiǎo₅ 角}/"horn" is related to lù.	lok		Schuessler2007
6070	摝	lù₁₂	Middle_Chinese		"Shake" (as drums shake bells) [Zhouli].	luk		Schuessler2007
6071	摝	lù₁₂	Old_Chinese		"Shake" (as drums shake bells) [Zhouli].	rôk		Schuessler2007
6072	摝	lù₁₂	Late_Han_Chinese		"Shake" (as drums shake bells) [Zhouli].	lok		Schuessler2007
6073	麓	lù₁₃	Middle_Chinese		"Forest (in foothills)" [Shi] >/"forester" [BI, Guoyu] (also with phonetic 彔 [OB, SW]).	luk		Schuessler2007
6074	麓	lù₁₃	Old_Chinese		"Forest (in foothills)" [Shi] >/"forester" [BI, Guoyu] (also with phonetic 彔 [OB, SW]).	rôk		Schuessler2007
6075	麓	lù₁₃	Late_Han_Chinese		"Forest (in foothills)" [Shi] >/"forester" [BI, Guoyu] (also with phonetic 彔 [OB, SW]).	lok		Schuessler2007
6076	僇	lù₁₇	Middle_Chinese		"Disgrace" [Lun].	ljuk		Schuessler2007
6077	僇	lù₁₇	Old_Chinese		"Disgrace" [Lun].	ruk		Schuessler2007
6078	僇	lù₁₇	Late_Han_Chinese		"Disgrace" [Lun].	luk		Schuessler2007
6079	婁	lǚ₁	Middle_Chinese		"To drag, trail" [Shi].	lju		Schuessler2007
6080	婁	lǚ₁	Old_Chinese		"To drag, trail" [Shi].	rio < *r-jo		Schuessler2007
6081	婁	lǚ₁	Late_Han_Chinese		"To drag, trail" [Shi].	lio		Schuessler2007
6082	臾	yú	Middle_Chinese		"To pull, drag" [Zhuang].	jiu		Schuessler2007
6083	臾	yú	Old_Chinese	⪤ lǚ₁ 婁	"To pull, drag" [Zhuang].	jo		Schuessler2007
6084	臾	yú	Late_Han_Chinese		"To pull, drag" [Zhuang].	jo		Schuessler2007
6085	驢	lǚ₂	Middle_Chinese		"Donkey" [SW].	ljwo		Schuessler2007
6086	驢	lǚ₂	Old_Chinese		"Donkey" [SW].	ra		Schuessler2007
6087	驢	lǚ₂	Late_Han_Chinese		"Donkey" [SW].	liɑ		Schuessler2007
6088	旅	lǚ₁	Middle_Chinese		"To display, expose, arrange" [Guoyu].	ljwoᴮ	旅	Schuessler2007
6089	旅	lǚ₁	Old_Chinese		"To display, expose, arrange" [Guoyu].	raʔ	旅	Schuessler2007
6090	旅	lǚ₁	Late_Han_Chinese		"To display, expose, arrange" [Guoyu].	liɑᴮ	旅	Schuessler2007
6091	呂	lǚ₁	Middle_Chinese		"To display, expose, arrange" [Guoyu].	ljwoᴮ	旅	Schuessler2007
6092	呂	lǚ₁	Old_Chinese		"To display, expose, arrange" [Guoyu].	raʔ	旅	Schuessler2007
6093	呂	lǚ₁	Late_Han_Chinese		"To display, expose, arrange" [Guoyu].	liɑᴮ	旅	Schuessler2007
6094	旅	lǚ₂	Middle_Chinese		"Guest, stranger" [Zuo],/"traveller" [Yi],/"road" [Li].	ljwoᴮ		Schuessler2007
6095	旅	lǚ₂	Old_Chinese		"Guest, stranger" [Zuo],/"traveller" [Yi],/"road" [Li].	raʔ		Schuessler2007
6096	旅	lǚ₂	Late_Han_Chinese		"Guest, stranger" [Zuo],/"traveller" [Yi],/"road" [Li].	liɑᴮ		Schuessler2007
6097	旅	lǚ₃	Middle_Chinese		"Lodge, lodging" [Shi]./NOTE:This word has several possible etymologies: (1) cognate to {lǚ₂ 旅}/"guest, traveller". (2) An endoactive derivation ({§4.5}) of {lú₂ 廬}/"hut". (3) It could possibly belong to the ST stem *s-jak ~ *r-jak ``24 hr. day, spend the night'', see {xī₁ 夕} for suggestive Lushai cognates.	ljwoᴮ		Schuessler2007
6098	旅	lǚ₃	Old_Chinese		"Lodge, lodging" [Shi]./NOTE:This word has several possible etymologies: (1) cognate to {lǚ₂ 旅}/"guest, traveller". (2) An endoactive derivation ({§4.5}) of {lú₂ 廬}/"hut". (3) It could possibly belong to the ST stem *s-jak ~ *r-jak ``24 hr. day, spend the night'', see {xī₁ 夕} for suggestive Lushai cognates.	raʔ		Schuessler2007
6099	旅	lǚ₃	Late_Han_Chinese		"Lodge, lodging" [Shi]./NOTE:This word has several possible etymologies: (1) cognate to {lǚ₂ 旅}/"guest, traveller". (2) An endoactive derivation ({§4.5}) of {lú₂ 廬}/"hut". (3) It could possibly belong to the ST stem *s-jak ~ *r-jak ``24 hr. day, spend the night'', see {xī₁ 夕} for suggestive Lushai cognates.	liɑᴮ		Schuessler2007
6100	律	lǜ₁	Middle_Chinese			ljuet		Schuessler2007
6101	律	lǜ₁	Old_Chinese			rut		Schuessler2007
6102	律	lǜ₁	Late_Han_Chinese			lut (luit)		Schuessler2007
6103	率	shuài	Middle_Chinese		"To go along, follow, lead" 率 [Shi];/"lead an army" 帥 [Zuo],/"obey" [Li].	ṣjuet,ṣwiᶜ	率	Schuessler2007
6104	率	shuài	Old_Chinese	⪤ lǜ₁ 律	"To go along, follow, lead" 率 [Shi];/"lead an army" 帥 [Zuo],/"obey" [Li].	srut(s)	率	Schuessler2007
6105	率	shuài	Late_Han_Chinese		"To go along, follow, lead" 率 [Shi];/"lead an army" 帥 [Zuo],/"obey" [Li].	ṣut,ṣus (ṣuit,ṣuis)	率	Schuessler2007
6106	帥	shuài	Middle_Chinese		"To go along, follow, lead" 率 [Shi];/"lead an army" 帥 [Zuo],/"obey" [Li].	ṣjuet,ṣwiᶜ	率	Schuessler2007
6107	帥	shuài	Old_Chinese	⪤ lǜ₁ 律	"To go along, follow, lead" 率 [Shi];/"lead an army" 帥 [Zuo],/"obey" [Li].	srut(s)	率	Schuessler2007
6108	帥	shuài	Late_Han_Chinese		"To go along, follow, lead" 率 [Shi];/"lead an army" 帥 [Zuo],/"obey" [Li].	ṣut,ṣus (ṣuit,ṣuis)	率	Schuessler2007
6109	帥	shuài	Middle_Chinese		"Leader, officer" [Zuo].	ṣwiᶜ		Schuessler2007
6110	帥	shuài	Old_Chinese	⪤ lǜ₁ 律	"Leader, officer" [Zuo].	sruts		Schuessler2007
6111	帥	shuài	Late_Han_Chinese		"Leader, officer" [Zuo].	ṣus (ṣuis)		Schuessler2007
6112	慮	lǜ₂	Middle_Chinese		"To think of, consider" [Shi] >/"be anxious about" [Lun].	ljwo,ljwoᶜ		Schuessler2007
6113	慮	lǜ₂	Old_Chinese		"To think of, consider" [Shi] >/"be anxious about" [Lun].	ra(h)		Schuessler2007
6114	慮	lǜ₂	Late_Han_Chinese		"To think of, consider" [Shi] >/"be anxious about" [Lun].	liɑ(ᶜ)		Schuessler2007
6115	膟膋	lǜ₄-liáo	Middle_Chinese			ljuet-		Schuessler2007
6116	膟膋	lǜ₄-liáo	Old_Chinese			rut		Schuessler2007
6117	膟膋	lǜ₄-liáo	Late_Han_Chinese			l(i)ut (luit)		Schuessler2007
6118	繂	lǜ₅	Middle_Chinese		"Rope" made of hemp or bamboo 繂 [SW],/"leather band" 率 [Zuo].	ljuet	繂	Schuessler2007
6119	繂	lǜ₅	Old_Chinese		"Rope" made of hemp or bamboo 繂 [SW],/"leather band" 率 [Zuo].	rut (or *riut ?)	繂	Schuessler2007
6120	繂	lǜ₅	Late_Han_Chinese		"Rope" made of hemp or bamboo 繂 [SW],/"leather band" 率 [Zuo].	l(i)ut (luit)	繂	Schuessler2007
6121	率	lǜ₅	Middle_Chinese		"Rope" made of hemp or bamboo 繂 [SW],/"leather band" 率 [Zuo].	ljuet	繂	Schuessler2007
6122	率	lǜ₅	Old_Chinese		"Rope" made of hemp or bamboo 繂 [SW],/"leather band" 率 [Zuo].	rut (or *riut ?)	繂	Schuessler2007
6123	率	lǜ₅	Late_Han_Chinese		"Rope" made of hemp or bamboo 繂 [SW],/"leather band" 率 [Zuo].	l(i)ut (luit)	繂	Schuessler2007
6124	欒	luán₁	Middle_Chinese		"Emaciated" [Shi].	luân	欒	Schuessler2007
6125	欒	luán₁	Old_Chinese		"Emaciated" [Shi].	b-ron	欒	Baxter1992
6126	欒	luán₁	Old_Chinese		"Emaciated" [Shi].	rôn	欒	Schuessler2007
6127	欒	luán₁	Late_Han_Chinese		"Emaciated" [Shi].	luɑn ~ lon	欒	Schuessler2007
6128	臠	luán₁	Middle_Chinese		"Emaciated" [Shi].	luân	欒	Schuessler2007
6129	臠	luán₁	Old_Chinese		"Emaciated" [Shi].	b-ron	欒	Baxter1992
6130	臠	luán₁	Old_Chinese		"Emaciated" [Shi].	rôn	欒	Schuessler2007
6131	臠	luán₁	Late_Han_Chinese		"Emaciated" [Shi].	luɑn ~ lon	欒	Schuessler2007
6132	鑾	luán₃	Middle_Chinese		"Bells on horse's trapping" [BI; SW 14: 6331] is related to Tai: S. pʰruanᴬ² < *br-/"neck bells" (for domestic animals); this is a CH loan like other words dealing with horsemanship, as Bodman (1980: 74) points out.	luân		Schuessler2007
6133	鑾	luán₃	Old_Chinese		"Bells on horse's trapping" [BI; SW 14: 6331] is related to Tai: S. pʰruanᴬ² < *br-/"neck bells" (for domestic animals); this is a CH loan like other words dealing with horsemanship, as Bodman (1980: 74) points out.	b-ron		Baxter1992
6134	鑾	luán₃	Old_Chinese		"Bells on horse's trapping" [BI; SW 14: 6331] is related to Tai: S. pʰruanᴬ² < *br-/"neck bells" (for domestic animals); this is a CH loan like other words dealing with horsemanship, as Bodman (1980: 74) points out.	rôn		Schuessler2007
6135	鑾	luán₃	Late_Han_Chinese		"Bells on horse's trapping" [BI; SW 14: 6331] is related to Tai: S. pʰruanᴬ² < *br-/"neck bells" (for domestic animals); this is a CH loan like other words dealing with horsemanship, as Bodman (1980: 74) points out.	luɑn ~ lon		Schuessler2007
6136	孿	luán₄,shuàn	Middle_Chinese		"Twins" [Lü] is an ancient Zhào-Wèi (Shanxi) dialect word for/"twin" [FY 3.1], it may be a doublet of {shuāng₁ 雙} *sroŋ (Baxter 1992: 227), but the putative ST roots would differ which speak against this (ST *zuŋ vs. *run).	ṣwanᶜ,ṣjwänᶜ		Schuessler2007
6137	孿	luán₄,shuàn	Old_Chinese		"Twins" [Lü] is an ancient Zhào-Wèi (Shanxi) dialect word for/"twin" [FY 3.1], it may be a doublet of {shuāng₁ 雙} *sroŋ (Baxter 1992: 227), but the putative ST roots would differ which speak against this (ST *zuŋ vs. *run).	srons		Schuessler2007
6138	孿	luán₄,shuàn	Late_Han_Chinese		"Twins" [Lü] is an ancient Zhào-Wèi (Shanxi) dialect word for/"twin" [FY 3.1], it may be a doublet of {shuāng₁ 雙} *sroŋ (Baxter 1992: 227), but the putative ST roots would differ which speak against this (ST *zuŋ vs. *run).	ṣuanᶜ		Schuessler2007
6139	卵	luǎn	Middle_Chinese		"Egg" [Zuo], the Northern Mǐn initial s- may be due to loss of a pre-initial which might have been a velar considering Duàn Yùcái's comment that luǎn is read like guān 關 (Mei / Norman 1971: 99).	luânᴮ		Schuessler2007
6140	卵	luǎn	Old_Chinese		"Egg" [Zuo], the Northern Mǐn initial s- may be due to loss of a pre-initial which might have been a velar considering Duàn Yùcái's comment that luǎn is read like guān 關 (Mei / Norman 1971: 99).	C-ronʔ		Baxter1992
6141	卵	luǎn	Old_Chinese		"Egg" [Zuo], the Northern Mǐn initial s- may be due to loss of a pre-initial which might have been a velar considering Duàn Yùcái's comment that luǎn is read like guān 關 (Mei / Norman 1971: 99).	rônʔ		Schuessler2007
6142	卵	luǎn	Late_Han_Chinese		"Egg" [Zuo], the Northern Mǐn initial s- may be due to loss of a pre-initial which might have been a velar considering Duàn Yùcái's comment that luǎn is read like guān 關 (Mei / Norman 1971: 99).	luɑnᴮ ~ lonᴮ		Schuessler2007
6143	亂	luàn	Middle_Chinese		"To rebel, disorder" [Shi].	luânᶜ		Schuessler2007
6144	亂	luàn	Old_Chinese		"To rebel, disorder" [Shi].	C-rons		Baxter1992
6145	亂	luàn	Old_Chinese		"To rebel, disorder" [Shi].	rôns		Schuessler2007
6146	亂	luàn	Late_Han_Chinese		"To rebel, disorder" [Shi].	luɑnᶜ ~ lonᶜ		Schuessler2007
6147	掠	lüè₁	Middle_Chinese		"To rob, plunder" 掠 [Zuo], 略 [Guoyu].	ljak,ljaŋᶜ	掠	Schuessler2007
6148	掠	lüè₁	Old_Chinese		"To rob, plunder" 掠 [Zuo], 略 [Guoyu].	rak,*raŋh.	掠	Schuessler2007
6149	掠	lüè₁	Late_Han_Chinese		"To rob, plunder" 掠 [Zuo], 略 [Guoyu].	liɑk,liɑŋᶜ	掠	Schuessler2007
6150	略	lüè₁	Middle_Chinese		"To rob, plunder" 掠 [Zuo], 略 [Guoyu].	ljak,ljaŋᶜ	掠	Schuessler2007
6151	略	lüè₁	Old_Chinese		"To rob, plunder" 掠 [Zuo], 略 [Guoyu].	rak,*raŋh.	掠	Schuessler2007
6152	略	lüè₁	Late_Han_Chinese		"To rob, plunder" 掠 [Zuo], 略 [Guoyu].	liɑk,liɑŋᶜ	掠	Schuessler2007
6153	略	lüè₂	Middle_Chinese		"To trace out, measure (area), plan" [Shu] >/"plan, method" [Zuo];/"boundary, frontier" [Zuo].	ljak		Schuessler2007
6154	略	lüè₂	Old_Chinese		"To trace out, measure (area), plan" [Shu] >/"plan, method" [Zuo];/"boundary, frontier" [Zuo].	rak		Schuessler2007
6155	略	lüè₂	Late_Han_Chinese		"To trace out, measure (area), plan" [Shu] >/"plan, method" [Zuo];/"boundary, frontier" [Zuo].	liɑk		Schuessler2007
6156	略	lüè₃	Middle_Chinese		"To traverse" [Zuo] >/"sketch, outline" [Meng];/"road, way" [Zuo].	ljak		Schuessler2007
6157	略	lüè₃	Old_Chinese		"To traverse" [Zuo] >/"sketch, outline" [Meng];/"road, way" [Zuo].	rak		Schuessler2007
6158	略	lüè₃	Late_Han_Chinese		"To traverse" [Zuo] >/"sketch, outline" [Meng];/"road, way" [Zuo].	liɑk		Schuessler2007
6159	略	lüè₄	Middle_Chinese		"Be sharp" (of ploughs) [Shi].	ljak		Schuessler2007
6160	略	lüè₄	Old_Chinese		"Be sharp" (of ploughs) [Shi].	rak		Schuessler2007
6161	略	lüè₄	Late_Han_Chinese		"Be sharp" (of ploughs) [Shi].	liɑk		Schuessler2007
6162	論	lún₁	Middle_Chinese		"To discuss" [Lunyu] >/"examine" 論 [Meng];/"principle, category" 倫 [Shi]./NOTE:Acc. to Downer (1959: 277) the noun has tone C.	ljuen,luən		Schuessler2007
6163	論	lún₁	Old_Chinese		"To discuss" [Lunyu] >/"examine" 論 [Meng];/"principle, category" 倫 [Shi]./NOTE:Acc. to Downer (1959: 277) the noun has tone C.	run		Schuessler2007
6164	論	lún₁	Late_Han_Chinese		"To discuss" [Lunyu] >/"examine" 論 [Meng];/"principle, category" 倫 [Shi]./NOTE:Acc. to Downer (1959: 277) the noun has tone C.	lu(ə)n		Schuessler2007
6165	論	lùn	Middle_Chinese		"Theory" [Zuo].	luənᶜ		Schuessler2007
6166	論	lùn	Old_Chinese	⪤ lún₁ 論	"Theory" [Zuo].	rûns		Schuessler2007
6167	論	lùn	Late_Han_Chinese		"Theory" [Zuo].	luənᶜ		Schuessler2007
6168	輪	lún₂	Middle_Chinese		"Wheel" [Shi]./NOTE:Acc. to Robert Bauer (Sino-Platonic Papers 47, 1994) perhaps a PIE loan whose source may ultimately be the same etymon as the one for {chē 車}.	ljuen		Schuessler2007
6169	輪	lún₂	Old_Chinese		"Wheel" [Shi]./NOTE:Acc. to Robert Bauer (Sino-Platonic Papers 47, 1994) perhaps a PIE loan whose source may ultimately be the same etymon as the one for {chē 車}.	run		Schuessler2007
6170	輪	lún₂	Late_Han_Chinese		"Wheel" [Shi]./NOTE:Acc. to Robert Bauer (Sino-Platonic Papers 47, 1994) perhaps a PIE loan whose source may ultimately be the same etymon as the one for {chē 車}.	lun		Schuessler2007
6171	綸	lún₃	Middle_Chinese		"Cord" [Li],/"to twist" [Shi],/"envelop, comprise" [Yi]./NOTE:Pulleyblank (1972, 73) relates this word to {léi₂ 累縲}.	ljuen		Schuessler2007
6172	綸	lún₃	Old_Chinese		"Cord" [Li],/"to twist" [Shi],/"envelop, comprise" [Yi]./NOTE:Pulleyblank (1972, 73) relates this word to {léi₂ 累縲}.	g-rjun		Baxter1992
6173	綸	lún₃	Old_Chinese		"Cord" [Li],/"to twist" [Shi],/"envelop, comprise" [Yi]./NOTE:Pulleyblank (1972, 73) relates this word to {léi₂ 累縲}.	run		Schuessler2007
6174	綸	lún₃	Late_Han_Chinese		"Cord" [Li],/"to twist" [Shi],/"envelop, comprise" [Yi]./NOTE:Pulleyblank (1972, 73) relates this word to {léi₂ 累縲}.	lun		Schuessler2007
6175	綸	guān	Middle_Chinese		"Blue or green sash, kerchief" [Erya, SW].	kwan		Schuessler2007
6176	綸	guān	Old_Chinese	⪤ lún₃ 綸	"Blue or green sash, kerchief" [Erya, SW].	krun ?		Schuessler2007
6177	綸	guān	Late_Han_Chinese		"Blue or green sash, kerchief" [Erya, SW].	kuan		Schuessler2007
6178	捋	luō	Middle_Chinese		"Gather, pluck" [Shi];/"to pull (up sleeves), to scrape off (sweat), milk (cows)".	luât		Schuessler2007
6179	捋	luō	Old_Chinese		"Gather, pluck" [Shi];/"to pull (up sleeves), to scrape off (sweat), milk (cows)".	rôt		Schuessler2007
6180	捋	luō	Late_Han_Chinese		"Gather, pluck" [Shi];/"to pull (up sleeves), to scrape off (sweat), milk (cows)".	luɑt ~ lot		Schuessler2007
6181	螺	luó₂	Middle_Chinese		"A spiral shell".	luâ		Schuessler2007
6182	螺	luó₂	Late_Han_Chinese		"A spiral shell".	luɑi / S loi		Schuessler2007
6183	羅	luó₄	Middle_Chinese		"Bird-net" [Shi],/"gauze" [Guoce].	lâ		Schuessler2007
6184	羅	luó₄	Old_Chinese		"Bird-net" [Shi],/"gauze" [Guoce].	râi		Schuessler2007
6185	羅	luó₄	Late_Han_Chinese		"Bird-net" [Shi],/"gauze" [Guoce].	lɑi		Schuessler2007
6186	籮	luó₅	Middle_Chinese		"Hamper" [JY]; Han period dialect word for/"winnowing basket" [FY 5].	lâ		Schuessler2007
6187	籮	luó₅	Late_Han_Chinese		"Hamper" [JY]; Han period dialect word for/"winnowing basket" [FY 5].	lɑi		Schuessler2007
6188	裸	luǒ₂	Middle_Chinese		"Bare, naked" [Zuo].	luâᴮ		Schuessler2007
6189	裸	luǒ₂	Old_Chinese		"Bare, naked" [Zuo].	rôiʔ or *ruâiʔ		Schuessler2007
6190	裸	luǒ₂	Late_Han_Chinese		"Bare, naked" [Zuo].	luɑiᴮ / S loiᴮ		Schuessler2007
6191	咯	luò₁	Middle_Chinese		"To cough up (blood)".	lâk [JY]  <wow value=' LH:' color='invert' gloss='Later Han'/> lɑk		Schuessler2007
6192	咯	luò₁	Old_Chinese		"To cough up (blood)".	râk		Schuessler2007
6193	烙	luò₂	Middle_Chinese		"To burn" [Zhuang] also occurs in PTai *gl-: S. kʰlɔɔkᴰ²ᴸ/"to burn".	lâk		Schuessler2007
6194	烙	luò₂	Old_Chinese		"To burn" [Zhuang] also occurs in PTai *gl-: S. kʰlɔɔkᴰ²ᴸ/"to burn".	râk		Schuessler2007
6195	烙	luò₂	Late_Han_Chinese		"To burn" [Zhuang] also occurs in PTai *gl-: S. kʰlɔɔkᴰ²ᴸ/"to burn".	lɑk		Schuessler2007
6196	硌	luò₃	Middle_Chinese			lâk		Schuessler2007
6197	硌	luò₃	Old_Chinese			râk		Schuessler2007
6198	硌	luò₃	Late_Han_Chinese			lɑk		Schuessler2007
6199	絡	luò₆	Middle_Chinese		"Cord, bridle" [ Zhuang],/"silk thread" [Yi Zhou zhu] is perhaps cognate to PLB *ʔkrak/"rope", WT ’grags-pa ``to bind'', unless WT is related to {huò₃ 韄}.	lâk		Schuessler2007
6200	絡	luò₆	Old_Chinese		"Cord, bridle" [ Zhuang],/"silk thread" [Yi Zhou zhu] is perhaps cognate to PLB *ʔkrak/"rope", WT ’grags-pa ``to bind'', unless WT is related to {huò₃ 韄}.	râk		Schuessler2007
6201	絡	luò₆	Late_Han_Chinese		"Cord, bridle" [ Zhuang],/"silk thread" [Yi Zhou zhu] is perhaps cognate to PLB *ʔkrak/"rope", WT ’grags-pa ``to bind'', unless WT is related to {huò₃ 韄}.	lɑk		Schuessler2007
6202	落	luò₇	Middle_Chinese		"To fall, drop, die" [Shi].	lâk		Schuessler2007
6203	落	luò₇	Old_Chinese		"To fall, drop, die" [Shi].	g-rāk		Baxter1992
6204	落	luò₇	Old_Chinese		"To fall, drop, die" [Shi].	râk		Schuessler2007
6205	落	luò₇	Late_Han_Chinese		"To fall, drop, die" [Shi].	lɑk		Schuessler2007
6206	雒	luò₈	Middle_Chinese		"A kind of bird" [SW], this may possibly be the s. w. as luò 雒 (lâk)/"black horse with white mane" [Shi] and 駱/"white horse with black mane" [Shi], so called after the bird's color.	lâk		Schuessler2007
6207	雒	luò₈	Old_Chinese		"A kind of bird" [SW], this may possibly be the s. w. as luò 雒 (lâk)/"black horse with white mane" [Shi] and 駱/"white horse with black mane" [Shi], so called after the bird's color.	râk		Schuessler2007
6208	雒	luò₈	Late_Han_Chinese		"A kind of bird" [SW], this may possibly be the s. w. as luò 雒 (lâk)/"black horse with white mane" [Shi] and 駱/"white horse with black mane" [Shi], so called after the bird's color.	lɑk		Schuessler2007
6209	麻	má	Middle_Chinese		"Hemp" (Cannabis sativa), used for making linen [Shi], later also/"sesame".	ma		Schuessler2007
6210	麻	má	Old_Chinese		"Hemp" (Cannabis sativa), used for making linen [Shi], later also/"sesame".	mrâi.		Schuessler2007
6211	麻	má	Late_Han_Chinese		"Hemp" (Cannabis sativa), used for making linen [Shi], later also/"sesame".	mai		Schuessler2007
6212	馬	mǎ₁	Middle_Chinese		"Horse" [OB].	maᴮ		Schuessler2007
6213	馬	mǎ₁	Old_Chinese		"Horse" [OB].	mrâʔ		Schuessler2007
6214	馬	mǎ₁	Late_Han_Chinese		"Horse" [OB].	maᴮ		Schuessler2007
